periodo,periodo_dt,indicador,promedio,mediana,minimo,maximo,bancos_con_dato
2024-03,2024-03-01,pasivos_totales,2366.8834782608697,733.12,22.51,15307.01,23
2024-04,2024-04-01,pasivos_totales,2375.8821739130435,747.28,19.92,15608.65,23
2024-05,2024-05-01,pasivos_totales,2405.931304347826,751.08,21.23,15827.15,23
2024-06,2024-06-01,pasivos_totales,2451.984347826087,748.28,18.94,16131.01,23
2024-07,2024-07-01,pasivos_totales,2475.41347826087,758.08,20.28,16251.97,23
2024-08,2024-08-01,pasivos_totales,2523.3291304347827,786.36,20.75,16412.51,23
2024-09,2024-09-01,pasivos_totales,2550.2747826086957,758.45,20.46,16548.1,23
2024-10,2024-10-01,pasivos_totales,2588.504347826087,738.53,23.52,16852.66,23
2024-11,2024-11-01,pasivos_totales,2617.6530434782608,725.89,22.02,17164.92,23
2024-12,2024-12-01,pasivos_totales,2683.830869565217,711.39,28.73,17554.27,23
2025-01,2025-01-01,pasivos_totales,2695.858695652174,703.49,28.48,17729.42,23
2025-02,2025-02-01,pasivos_totales,2746.1317391304347,721.6,28.52,18224.89,23
2025-03,2025-03-01,pasivos_totales,2766.8460869565215,707.07,28.6,18408.99,23
2025-04,2025-04-01,pasivos_totales,2764.95,702.66,28.19,18602.7,23
2025-05,2025-05-01,pasivos_totales,2793.0578260869565,687.24,29.94,18626.68,23
2025-06,2025-06-01,pasivos_totales,2838.7473913043477,683.82,31.37,18949.44,23
2025-07,2025-07-01,pasivos_totales,2831.655217391304,678.72,28.94,18833.6,23
2025-08,2025-08-01,pasivos_totales,2860.87,671.99,30.02,18913.43,23
2025-09,2025-09-01,pasivos_totales,2877.8882608695653,672.3,29.94,18948.25,23
2025-10,2025-10-01,pasivos_totales,2907.35652173913,685.11,27.15,19049.72,23
2025-11,2025-11-01,pasivos_totales,2954.451739130435,663.22,27.15,19331.0,23
2025-12,2025-12-01,pasivos_totales,2990.811304347826,690.84,27.0,19331.68,23
2026-01,2026-01-01,pasivos_totales,3002.926086956522,668.01,26.1,19324.29,23
2026-02,2026-02-01,pasivos_totales,3062.641304347826,755.37,25.62,19886.21,23
2026-03,2026-03-01,pasivos_totales,3106.7452173913043,764.94,25.49,20142.45,23
2009-01,2009-01-01,patrimonio,67.8408,28.96,3.54,460.05,25
2009-02,2009-02-01,patrimonio,68.45166666666667,26.634999999999998,3.54,460.24,24
2009-03,2009-03-01,patrimonio,66.75439999999999,28.96,3.54,448.92,25
2009-04,2009-04-01,patrimonio,66.6512,28.96,3.54,450.97,25
2009-05,2009-05-01,patrimonio,66.4628,28.96,3.54,451.55,25
2009-06,2009-06-01,patrimonio,66.4516,28.96,3.54,451.67,25
2009-07,2009-07-01,patrimonio,66.1828,28.96,3.54,445.86,25
2009-08,2009-08-01,patrimonio,66.27640000000001,28.96,3.54,447.44,25
2009-09,2009-09-01,patrimonio,66.24640000000001,28.96,3.54,446.68,25
2009-10,2009-10-01,patrimonio,66.2136,28.96,3.54,446.37,25
2009-11,2009-11-01,patrimonio,66.2224,28.96,3.54,446.59,25
2009-12,2009-12-01,patrimonio,74.7868,31.07,3.61,508.48,25
2010-01,2010-01-01,patrimonio,74.778,31.07,3.61,508.26,25
2010-02,2010-02-01,patrimonio,74.2012,31.07,3.61,507.64,25
2010-03,2010-03-01,patrimonio,73.6404,31.07,3.61,498.79,25
2010-04,2010-04-01,patrimonio,73.4624,31.07,3.61,498.83,25
2010-05,2010-05-01,patrimonio,73.4636,31.07,3.61,498.86,25
2010-06,2010-06-01,patrimonio,72.736,31.07,3.61,484.48,25
2010-07,2010-07-01,patrimonio,72.7372,31.07,3.61,484.51,25
2010-08,2010-08-01,patrimonio,72.73479999999999,31.07,3.61,485.7,25
2010-09,2010-09-01,patrimonio,72.7944,31.07,3.61,486.52,25
2010-10,2010-10-01,patrimonio,72.9924,31.07,3.61,486.85,25
2010-11,2010-11-01,patrimonio,73.0984,31.07,3.61,486.75,25
2010-12,2010-12-01,patrimonio,83.3656,33.43,3.73,563.54,25
2011-01,2011-01-01,patrimonio,83.36399999999999,33.43,3.73,562.45,25
2011-02,2011-02-01,patrimonio,82.7576,33.43,3.73,562.28,25
2011-03,2011-03-01,patrimonio,82.2424,33.43,3.73,561.19,25
2011-04,2011-04-01,patrimonio,81.6196,33.43,3.73,560.2,25
2011-05,2011-05-01,patrimonio,81.476,33.43,3.73,558.59,25
2011-06,2011-06-01,patrimonio,81.1592,33.43,3.73,552.36,25
2011-07,2011-07-01,patrimonio,81.244,33.43,3.73,554.19,25
2011-08,2011-08-01,patrimonio,80.7884,33.43,3.73,550.3,25
2011-09,2011-09-01,patrimonio,78.17884615384615,29.345,3.73,556.41,26
2011-10,2011-10-01,patrimonio,78.0526923076923,29.345,3.73,551.36,26
2011-11,2011-11-01,patrimonio,78.19615384615385,29.345,3.73,555.32,26
2011-12,2011-12-01,patrimonio,95.49384615384616,35.315,3.87,668.97,26
2012-01,2012-01-01,patrimonio,95.27884615384616,35.33,3.87,679.87,26
2012-02,2012-02-01,patrimonio,95.95615384615385,35.345,3.87,698.21,26
2012-03,2012-03-01,patrimonio,95.44192307692308,35.345,3.87,698.41,26
2012-04,2012-04-01,patrimonio,94.69615384615386,35.375,3.87,700.14,26
2012-05,2012-05-01,patrimonio,94.64615384615385,35.425,3.87,699.25,26
2012-06,2012-06-01,patrimonio,94.71923076923076,35.425,3.87,699.83,26
2012-07,2012-07-01,patrimonio,94.39653846153846,35.455,3.87,690.04,26
2012-08,2012-08-01,patrimonio,94.89923076923077,35.425,3.87,702.93,26
2012-09,2012-09-01,patrimonio,94.88192307692307,35.415,3.87,701.84,26
2012-10,2012-10-01,patrimonio,94.79653846153846,35.56,3.87,701.05,26
2012-11,2012-11-01,patrimonio,94.94653846153847,35.585,3.87,702.7,26
2012-12,2012-12-01,patrimonio,106.60692307692308,41.545,4.03,757.21,26
2013-01,2013-01-01,patrimonio,106.5923076923077,41.545,4.03,756.12,26
2013-02,2013-02-01,patrimonio,106.6253846153846,41.519999999999996,4.03,756.62,26
2013-03,2013-03-01,patrimonio,108.9112,45.87,4.03,755.01,25
2013-04,2013-04-01,patrimonio,111.97833333333334,40.635,4.03,758.54,24
2013-05,2013-05-01,patrimonio,111.51333333333334,39.665,4.03,752.42,24
2013-06,2013-06-01,patrimonio,110.07583333333334,39.665,4.03,732.97,24
2013-07,2013-07-01,patrimonio,110.02999999999999,39.655,4.03,733.99,24
2013-08,2013-08-01,patrimonio,110.06791666666668,39.66,4.03,736.09,24
2013-09,2013-09-01,patrimonio,110.01166666666667,39.655,4.03,734.21,24
2013-10,2013-10-01,patrimonio,110.32583333333334,39.85,4.03,738.33,24
2013-11,2013-11-01,patrimonio,110.30833333333334,39.650000000000006,4.03,737.7,24
2013-12,2013-12-01,patrimonio,121.21249999999999,42.78,4.05,780.44,24
2014-01,2014-01-01,patrimonio,120.47416666666668,42.755,4.05,780.33,24
2014-02,2014-02-01,patrimonio,120.49083333333333,42.765,4.05,779.3,24
2014-03,2014-03-01,patrimonio,115.7556,38.98,4.05,780.64,25
2014-04,2014-04-01,patrimonio,115.60960000000001,38.92,4.05,784.03,25
2014-05,2014-05-01,patrimonio,115.08840000000001,38.15,4.05,788.23,25
2014-06,2014-06-01,patrimonio,115.1964,38.3,4.05,791.48,25
2014-07,2014-07-01,patrimonio,115.40279999999998,38.19,4.05,796.54,25
2014-08,2014-08-01,patrimonio,118.95625,42.69,4.05,775.92,24
2014-09,2014-09-01,patrimonio,119.07708333333333,42.644999999999996,4.05,774.16,24
2014-10,2014-10-01,patrimonio,119.16166666666668,42.685,4.05,773.96,24
2014-11,2014-11-01,patrimonio,119.21083333333333,42.68,4.05,774.83,24
2014-12,2014-12-01,patrimonio,136.32565217391306,45.84,4.06,853.69,23
2015-01,2015-01-01,patrimonio,136.54,45.74,4.06,850.63,23
2015-02,2015-02-01,patrimonio,135.53478260869565,45.73,4.06,849.78,23
2015-03,2015-03-01,patrimonio,134.7982608695652,45.82,4.06,850.79,23
2015-04,2015-04-01,patrimonio,133.52,45.83,4.06,832.87,23
2015-05,2015-05-01,patrimonio,133.3978260869565,45.83,4.06,833.66,23
2015-06,2015-06-01,patrimonio,133.19173913043477,45.76,4.06,832.63,23
2015-07,2015-07-01,patrimonio,132.08608695652174,45.72,0.0,831.03,23
2015-08,2015-08-01,patrimonio,138.03863636363636,47.775,4.06,829.59,22
2015-09,2015-09-01,patrimonio,137.9209090909091,47.735,4.06,828.42,22
2015-10,2015-10-01,patrimonio,137.8881818181818,47.405,4.06,828.79,22
2015-11,2015-11-01,patrimonio,137.48772727272728,46.815,4.06,824.75,22
2015-12,2015-12-01,patrimonio,149.84045454545455,50.445,4.07,882.98,22
2016-01,2016-01-01,patrimonio,149.75954545454545,50.42,4.07,881.27,22
2016-02,2016-02-01,patrimonio,149.3759090909091,50.435,4.07,876.72,22
2016-03,2016-03-01,patrimonio,146.9640909090909,50.405,4.07,882.69,22
2016-04,2016-04-01,patrimonio,147.30772727272728,49.92,4.07,886.19,22
2016-05,2016-05-01,patrimonio,147.16863636363635,49.895,4.07,886.91,22
2016-06,2016-06-01,patrimonio,146.875,49.834999999999994,4.07,879.86,22
2016-07,2016-07-01,patrimonio,146.90545454545455,49.83,4.07,879.72,22
2016-08,2016-08-01,patrimonio,147.07545454545453,49.74,8.09,879.73,22
2016-09,2016-09-01,patrimonio,147.10363636363638,49.42,8.09,881.59,22
2016-10,2016-10-01,patrimonio,141.34217391304347,49.09,8.09,883.11,23
2016-11,2016-11-01,patrimonio,141.21652173913043,49.11,8.09,881.17,23
2016-12,2016-12-01,patrimonio,153.2091304347826,51.51,8.61,926.83,23
2017-01,2017-01-01,patrimonio,154.08260869565217,53.87,8.61,942.6,23
2017-02,2017-02-01,patrimonio,154.50826086956522,53.95,8.61,961.4,23
2017-03,2017-03-01,patrimonio,153.59739130434784,54.41,8.53,981.55,23
2017-04,2017-04-01,patrimonio,151.46260869565216,53.63,8.53,965.85,23
2017-05,2017-05-01,patrimonio,151.2682608695652,53.39,9.2,965.62,23
2017-06,2017-06-01,patrimonio,156.98541666666668,53.349999999999994,9.2,963.34,24
2017-07,2017-07-01,patrimonio,158.32833333333335,53.28,9.2,995.66,24
2017-08,2017-08-01,patrimonio,158.49958333333333,53.32,9.2,996.43,24
2017-09,2017-09-01,patrimonio,158.73875,53.295,9.2,997.77,24
2017-10,2017-10-01,patrimonio,158.79749999999999,53.315,9.2,998.91,24
2017-11,2017-11-01,patrimonio,158.84083333333334,53.35,9.2,997.92,24
2017-12,2017-12-01,patrimonio,175.73458333333335,57.78,9.52,1066.84,24
2018-01,2018-01-01,patrimonio,175.56916666666666,57.805,9.52,1063.33,24
2018-02,2018-02-01,patrimonio,174.45458333333332,57.795,9.52,1061.94,24
2018-03,2018-03-01,patrimonio,171.07416666666666,57.825,9.52,1059.61,24
2018-04,2018-04-01,patrimonio,170.1475,57.81,9.52,1041.51,24
2018-05,2018-05-01,patrimonio,169.6875,57.305,9.52,1042.88,24
2018-06,2018-06-01,patrimonio,169.41958333333335,57.33,9.52,1041.74,24
2018-07,2018-07-01,patrimonio,169.60125,57.365,9.52,1044.14,24
2018-08,2018-08-01,patrimonio,169.50041666666667,57.35,9.52,1043.63,24
2018-09,2018-09-01,patrimonio,169.10166666666666,57.379999999999995,9.52,1043.5,24
2018-10,2018-10-01,patrimonio,169.0575,57.355000000000004,9.52,1043.4,24
2018-11,2018-11-01,patrimonio,169.04416666666665,57.195,9.52,1043.98,24
2018-12,2018-12-01,patrimonio,192.1475,58.335,7.26,1164.47,24
2019-01,2019-01-01,patrimonio,192.41166666666666,58.34,7.35,1167.13,24
2019-02,2019-02-01,patrimonio,190.51958333333334,57.585,7.35,1168.37,24
2019-04,2019-04-01,patrimonio,187.9020833333333,57.56,10.35,1138.69,24
2019-05,2019-05-01,patrimonio,185.68541666666667,57.575,10.38,1138.61,24
2019-06,2019-06-01,patrimonio,185.48166666666668,57.57,10.38,1138.63,24
2019-07,2019-07-01,patrimonio,185.52666666666664,57.42,10.38,1140.02,24
2019-08,2019-08-01,patrimonio,186.3770833333333,57.425,10.38,1141.04,24
2019-09,2019-09-01,patrimonio,186.16291666666666,57.425,10.38,1137.25,24
2019-10,2019-10-01,patrimonio,185.66875000000002,57.415,10.39,1133.81,24
2019-11,2019-11-01,patrimonio,184.93583333333333,57.415,10.39,1128.63,24
2019-12,2019-12-01,patrimonio,210.2891666666667,60.605,9.17,1261.45,24
2020-01,2020-01-01,patrimonio,210.22125000000003,60.61,9.17,1261.72,24
2020-02,2020-02-01,patrimonio,207.635,60.625,9.17,1257.03,24
2020-03,2020-03-01,patrimonio,203.8658333333333,60.629999999999995,9.17,1237.0,24
2020-04,2020-04-01,patrimonio,203.56875,60.635,9.17,1234.07,24
2020-05,2020-05-01,patrimonio,203.92,60.65,9.17,1236.55,24
2020-06,2020-06-01,patrimonio,204.29875,60.629999999999995,9.17,1239.32,24
2020-07,2020-07-01,patrimonio,204.79875,60.625,9.17,1246.01,24
2020-08,2020-08-01,patrimonio,206.29333333333332,60.81,9.17,1252.83,24
2020-09,2020-09-01,patrimonio,205.56500000000003,60.81,9.17,1251.89,24
2020-10,2020-10-01,patrimonio,205.52541666666664,59.7,9.17,1252.8,24
2020-11,2020-11-01,patrimonio,204.72833333333332,59.665,9.17,1252.2,24
2020-12,2020-12-01,patrimonio,212.27583333333334,62.005,7.19,1265.67,24
2021-01,2021-01-01,patrimonio,211.6641666666667,62.005,7.19,1255.18,24
2021-02,2021-02-01,patrimonio,211.1075,62.0,7.19,1254.61,24
2021-03,2021-03-01,patrimonio,210.18541666666667,62.005,7.19,1242.75,24
2021-04,2021-04-01,patrimonio,210.41416666666666,62.0,7.19,1250.22,24
2021-05,2021-05-01,patrimonio,210.44500000000002,61.7,7.19,1250.66,24
2021-06,2021-06-01,patrimonio,210.40083333333334,61.68,7.19,1250.01,24
2021-07,2021-07-01,patrimonio,210.49375,61.695,7.19,1250.23,24
2021-08,2021-08-01,patrimonio,210.62249999999997,61.7,7.19,1251.23,24
2021-09,2021-09-01,patrimonio,210.50749999999996,61.685,7.2,1248.07,24
2021-10,2021-10-01,patrimonio,210.42999999999998,61.675,7.19,1246.27,24
2021-11,2021-11-01,patrimonio,210.31208333333336,61.675,7.19,1243.76,24
2021-12,2021-12-01,patrimonio,229.30291666666668,69.39,6.89,1344.38,24
2022-02,2022-02-01,patrimonio,227.5354166666667,69.225,6.89,1344.34,24
2022-03,2022-03-01,patrimonio,223.7325,69.22,6.89,1307.28,24
2022-04,2022-04-01,patrimonio,223.43125,68.02,6.9,1306.84,24
2022-05,2022-05-01,patrimonio,223.3658333333333,68.015,6.89,1305.4,24
2022-06,2022-06-01,patrimonio,222.56500000000003,68.005,6.89,1294.52,24
2022-07,2022-07-01,patrimonio,222.44000000000003,67.995,6.9,1290.82,24
2022-08,2022-08-01,patrimonio,222.06499999999997,67.985,6.89,1287.05,24
2022-09,2022-09-01,patrimonio,222.0375,67.985,6.9,1292.22,24
2022-10,2022-10-01,patrimonio,223.50541666666666,67.975,6.91,1325.56,24
2022-11,2022-11-01,patrimonio,224.05375,67.97999999999999,6.91,1332.71,24
2022-12,2022-12-01,patrimonio,252.04125,74.66,5.81,1478.05,24
2023-01,2023-01-01,patrimonio,253.02625,74.725,5.79,1497.71,24
2023-02,2023-02-01,patrimonio,249.875,74.185,5.8,1485.71,24
2023-03,2023-03-01,patrimonio,246.3395833333333,74.185,5.79,1471.1,24
2023-04,2023-04-01,patrimonio,243.80583333333334,72.53,5.79,1480.33,24
2023-05,2023-05-01,patrimonio,253.68347826086958,76.7,5.79,1482.66,23
2023-06,2023-06-01,patrimonio,253.53608695652173,76.7,5.78,1480.4,23
2023-07,2023-07-01,patrimonio,253.67347826086956,76.69,5.77,1483.55,23
2023-08,2023-08-01,patrimonio,252.5282608695652,76.67,5.78,1479.44,23
2023-09,2023-09-01,patrimonio,252.56,76.68,5.78,1478.93,23
2023-10,2023-10-01,patrimonio,252.4408695652174,76.69,5.77,1477.45,23
2023-11,2023-11-01,patrimonio,258.2278260869565,76.68,5.77,1611.47,23
2023-12,2023-12-01,patrimonio,291.3691304347826,82.94,5.8,1805.81,23
2024-01,2024-01-01,patrimonio,291.6804347826087,82.95,5.8,1809.13,23
2024-02,2024-02-01,patrimonio,284.37695652173915,82.95,5.82,1818.93,23
2024-03,2024-03-01,patrimonio,279.9008695652174,82.11,5.83,1773.68,23
2024-04,2024-04-01,patrimonio,280.0873913043478,82.11,5.81,1775.59,23
2024-05,2024-05-01,patrimonio,280.02521739130435,82.11,5.84,1778.35,23
2024-06,2024-06-01,patrimonio,280.4891304347826,82.11,5.84,1796.27,23
2024-07,2024-07-01,patrimonio,280.64130434782606,82.11,5.81,1797.61,23
2024-08,2024-08-01,patrimonio,280.64608695652174,82.12,11.78,1799.51,23
2024-09,2024-09-01,patrimonio,280.6352173913043,82.12,11.71,1797.59,23
2024-10,2024-10-01,patrimonio,280.23391304347825,82.12,11.69,1788.02,23
2024-11,2024-11-01,patrimonio,280.00739130434783,82.12,11.72,1783.61,23
2024-12,2024-12-01,patrimonio,309.64521739130436,86.27,10.69,1938.83,23
2025-01,2025-01-01,patrimonio,310.32652173913044,86.27,10.66,1939.65,23
2025-02,2025-02-01,patrimonio,299.0969565217392,86.26,10.68,1903.49,23
2025-03,2025-03-01,patrimonio,297.33608695652174,85.52,10.68,1902.85,23
2025-04,2025-04-01,patrimonio,300.18695652173915,85.52,10.66,1965.18,23
2025-05,2025-05-01,patrimonio,300.6526086956522,85.52,10.68,1968.76,23
2025-06,2025-06-01,patrimonio,300.4860869565218,85.52,10.67,1970.79,23
2025-07,2025-07-01,patrimonio,300.2773913043478,85.53,10.66,1966.98,23
2025-08,2025-08-01,patrimonio,300.5173913043478,85.52,10.65,1968.13,23
2025-09,2025-09-01,patrimonio,300.5221739130435,85.51,10.66,1967.61,23
2025-10,2025-10-01,patrimonio,300.47913043478263,85.51,10.64,1968.4,23
2025-11,2025-11-01,patrimonio,300.61608695652177,85.51,10.64,1968.3,23
2025-12,2025-12-01,patrimonio,341.9539130434782,92.86,10.54,2211.09,23
2026-01,2026-01-01,patrimonio,342.08478260869566,92.87,10.54,2210.49,23
2026-02,2026-02-01,patrimonio,335.4665217391304,92.87,10.54,2145.52,23
2026-03,2026-03-01,patrimonio,332.7621739130435,91.54,11.04,2139.05,23
2009-01,2009-01-01,roe,14.4696,11.64,-3.89,59.36,25
2009-02,2009-02-01,roe,17.125,12.115,1.21,69.97,24
2009-03,2009-03-01,roe,18.496000000000002,11.42,-5.03,88.75,25
2009-04,2009-04-01,roe,13.6976,9.84,1.57,48.28,25
2009-05,2009-05-01,roe,13.510399999999999,11.69,1.37,46.97,25
2009-06,2009-06-01,roe,12.6636,11.59,1.21,48.21,25
2009-07,2009-07-01,roe,12.0548,11.18,1.17,46.87,25
2009-08,2009-08-01,roe,11.8836,10.79,1.11,51.58,25
2009-09,2009-09-01,roe,12.094000000000001,11.62,1.12,52.4,25
2009-10,2009-10-01,roe,12.08,11.75,1.1,41.0,25
2009-11,2009-11-01,roe,18.8188,11.75,1.0,91.37,25
2009-12,2009-12-01,roe,14.304,12.42,1.19,94.39,25
2010-01,2010-01-01,roe,14.5932,10.21,1.02,85.43,25
2010-02,2010-02-01,roe,13.144400000000001,7.62,1.75,76.76,25
2010-03,2010-03-01,roe,10.699200000000001,8.28,1.24,48.34,25
2010-04,2010-04-01,roe,12.724400000000001,9.38,1.61,61.5,25
2010-05,2010-05-01,roe,10.888,8.98,1.79,59.2,25
2010-06,2010-06-01,roe,10.5452,10.17,1.19,38.55,25
2010-07,2010-07-01,roe,10.4528,9.6,1.08,36.37,25
2010-08,2010-08-01,roe,14.048,10.71,1.88,84.35,25
2010-09,2010-09-01,roe,10.934800000000001,9.49,1.81,43.95,25
2010-10,2010-10-01,roe,13.532,12.42,-29.04,96.22,25
2010-11,2010-11-01,roe,11.838799999999999,11.62,-31.82,67.66,25
2010-12,2010-12-01,roe,12.16,12.12,-35.55,49.53,25
2011-01,2011-01-01,roe,16.2824,12.79,-19.13,92.28,25
2011-02,2011-02-01,roe,15.345999999999998,12.64,-1.93,76.1,25
2011-03,2011-03-01,roe,16.2364,14.64,-5.32,54.03,25
2011-04,2011-04-01,roe,19.1372,13.76,-1.53,89.8,25
2011-05,2011-05-01,roe,13.565199999999999,14.63,-3.29,26.14,25
2011-06,2011-06-01,roe,14.032,14.99,-3.15,30.83,25
2011-07,2011-07-01,roe,14.2408,15.84,-3.85,33.17,25
2011-08,2011-08-01,roe,14.792,16.19,1.04,34.27,25
2011-09,2011-09-01,roe,18.429230769230767,16.19,1.61,82.44,26
2011-10,2011-10-01,roe,18.982307692307693,16.759999999999998,1.69,88.0,26
2011-11,2011-11-01,roe,17.918846153846154,16.575000000000003,1.59,81.46,26
2011-12,2011-12-01,roe,21.720769230769232,16.965,1.47,95.97,26
2012-01,2012-01-01,roe,13.458076923076923,14.465,-6.99,53.79,26
2012-02,2012-02-01,roe,12.61076923076923,13.805,-4.53,28.82,26
2012-03,2012-03-01,roe,20.29076923076923,15.795,2.7,74.36,26
2012-04,2012-04-01,roe,20.10653846153846,15.945,2.67,75.71,26
2012-05,2012-05-01,roe,18.081923076923076,15.715,2.22,83.18,26
2012-06,2012-06-01,roe,16.387307692307694,16.21,1.16,59.03,26
2012-07,2012-07-01,roe,16.392307692307693,14.89,0.18,74.54,26
2012-08,2012-08-01,roe,12.469615384615386,13.899999999999999,-32.16,52.25,26
2012-09,2012-09-01,roe,12.788461538461538,13.34,-31.58,95.21,26
2012-10,2012-10-01,roe,16.612692307692306,13.675,-32.14,91.64,26
2012-11,2012-11-01,roe,13.538461538461538,12.375,-23.8,69.51,26
2012-12,2012-12-01,roe,18.84346153846154,14.445,-27.76,72.29,26
2013-01,2013-01-01,roe,11.418846153846154,11.18,-29.98,56.54,26
2013-02,2013-02-01,roe,7.841538461538462,8.565,-30.98,35.87,26
2013-03,2013-03-01,roe,6.174615384615384,7.385,-35.45,27.03,26
2013-04,2013-04-01,roe,8.167307692307691,8.995000000000001,-26.53,32.68,26
2013-05,2013-05-01,roe,8.263076923076923,8.184999999999999,-34.8,43.31,26
2013-06,2013-06-01,roe,8.641153846153847,8.98,-28.45,43.09,26
2013-07,2013-07-01,roe,10.525769230769232,9.57,-28.82,83.74,26
2013-08,2013-08-01,roe,6.938461538461539,8.9,-27.97,19.66,26
2013-09,2013-09-01,roe,7.083461538461538,8.73,-28.8,18.59,26
2013-10,2013-10-01,roe,9.407307692307693,9.17,-27.95,68.61,26
2013-11,2013-11-01,roe,8.615,9.385,-28.33,66.22,26
2013-12,2013-12-01,roe,14.939583333333333,12.23,1.24,66.32,24
2014-01,2014-01-01,roe,12.650833333333333,11.89,-32.7,62.86,24
2014-02,2014-02-01,roe,6.621666666666667,9.245000000000001,-33.97,17.27,24
2014-03,2014-03-01,roe,7.7488,9.78,-30.87,21.6,25
2014-04,2014-04-01,roe,5.9088,10.02,-75.47,30.88,25
2014-05,2014-05-01,roe,9.316799999999999,9.37,-44.43,82.84,25
2014-06,2014-06-01,roe,9.474400000000001,9.51,-41.46,52.77,25
2014-07,2014-07-01,roe,7.9075999999999995,9.09,-39.63,23.79,25
2014-08,2014-08-01,roe,10.2475,10.844999999999999,-38.23,62.04,24
2014-09,2014-09-01,roe,10.321666666666667,10.7,-38.94,56.49,24
2014-10,2014-10-01,roe,11.83875,12.04,-35.25,53.0,24
2014-11,2014-11-01,roe,11.745416666666666,12.005,-33.18,48.25,24
2014-12,2014-12-01,roe,9.224347826086957,10.36,-29.7,29.68,23
2015-01,2015-01-01,roe,6.644782608695652,9.34,-32.65,20.41,23
2015-02,2015-02-01,roe,8.277391304347827,10.21,-49.44,65.08,23
2015-03,2015-03-01,roe,11.404782608695653,10.29,-26.5,74.4,23
2015-04,2015-04-01,roe,12.051739130434783,9.54,-21.11,81.06,23
2015-05,2015-05-01,roe,11.623043478260868,9.67,-18.45,66.82,23
2015-06,2015-06-01,roe,11.19304347826087,9.97,-15.99,64.14,23
2015-07,2015-07-01,roe,10.693913043478261,9.98,-14.53,57.25,23
2015-08,2015-08-01,roe,6.694545454545454,9.285,-57.33,44.11,22
2015-09,2015-09-01,roe,9.323636363636362,9.059999999999999,-33.06,77.57,22
2015-10,2015-10-01,roe,9.674545454545454,8.69,-27.4,82.29,22
2015-11,2015-11-01,roe,10.246363636363638,8.515,-19.85,81.4,22
2015-12,2015-12-01,roe,9.35,7.359999999999999,-9.98,53.24,22
2016-01,2016-01-01,roe,8.243636363636362,6.29,-8.83,67.03,22
2016-02,2016-02-01,roe,10.374545454545453,5.145,-16.71,93.85,22
2016-03,2016-03-01,roe,8.387727272727274,5.785,-10.91,63.19,22
2016-04,2016-04-01,roe,5.065454545454545,5.380000000000001,-7.49,14.1,22
2016-05,2016-05-01,roe,9.405454545454546,5.9399999999999995,-5.49,49.96,22
2016-06,2016-06-01,roe,19.955454545454547,7.619999999999999,-4.36,98.53,22
2016-07,2016-07-01,roe,13.141818181818183,6.425000000000001,-3.6,89.69,22
2016-08,2016-08-01,roe,8.723181818181818,6.43,-5.11,41.96,22
2016-09,2016-09-01,roe,9.944545454545455,6.975,-4.91,38.04,22
