periodo,indicador,promedio_sistema,mediana_sistema,bancos_con_dato
2009-01,activos_totales,643.2348,288.57,25
2009-01,morosidad,5.5636,3.63,25
2009-01,pasivos_totales,574.6976,252.1,25
2009-01,patrimonio,67.8408,28.96,25
2009-01,roe,14.4696,11.64,25
2009-01,solvencia_proxy,14.448,9.44,25
2009-02,activos_totales,651.2508333333334,270.625,24
2009-02,morosidad,6.478333333333333,4.355,24
2009-02,pasivos_totales,581.3854166666666,227.82,24
2009-02,patrimonio,68.45166666666667,26.634999999999998,24
2009-02,roe,17.125,12.115,24
2009-02,solvencia_proxy,14.571250000000001,9.49,24
2009-03,activos_totales,634.8924,288.54,25
2009-03,morosidad,5.74,3.62,25
2009-03,pasivos_totales,565.9516,251.39,25
2009-03,patrimonio,66.75439999999999,28.96,25
2009-03,roe,18.496000000000002,11.42,25
2009-03,solvencia_proxy,14.723199999999999,9.44,25
2009-04,activos_totales,641.7916,267.06,25
2009-04,morosidad,6.0848,4.15,25
2009-04,pasivos_totales,572.1744,236.61,25
2009-04,patrimonio,66.6512,28.96,25
2009-04,roe,13.6976,9.84,25
2009-04,solvencia_proxy,14.4244,9.38,25
2009-05,activos_totales,644.4083999999999,280.77,25
2009-05,morosidad,5.5328,3.93,25
2009-05,pasivos_totales,574.1812,250.18,25
2009-05,patrimonio,66.4628,28.96,25
2009-05,roe,13.510399999999999,11.69,25
2009-05,solvencia_proxy,14.2536,9.18,25
2009-06,activos_totales,639.936,295.78,25
2009-06,morosidad,5.135599999999999,3.8,25
2009-06,pasivos_totales,569.0740000000001,257.73,25
2009-06,patrimonio,66.4516,28.96,25
2009-06,roe,12.6636,11.59,25
2009-06,solvencia_proxy,14.7576,8.95,25
2009-07,activos_totales,646.4252,287.86,25
2009-07,morosidad,9.0352,4.19,25
2009-07,pasivos_totales,575.2144,249.59,25
2009-07,patrimonio,66.1828,28.96,25
2009-07,roe,12.0548,11.18,25
2009-07,solvencia_proxy,14.365599999999999,8.77,25
2009-08,activos_totales,660.5856,291.22,25
2009-08,morosidad,5.626799999999999,4.26,25
2009-08,pasivos_totales,588.518,252.82,25
2009-08,patrimonio,66.27640000000001,28.96,25
2009-08,roe,11.8836,10.79,25
2009-08,solvencia_proxy,14.2128,8.67,25
2009-09,activos_totales,654.7592,291.42,25
2009-09,morosidad,6.5368,4.38,25
2009-09,pasivos_totales,582.014,252.85,25
2009-09,patrimonio,66.24640000000001,28.96,25
2009-09,roe,12.094000000000001,11.62,25
2009-09,solvencia_proxy,14.1776,8.5,25
2009-10,activos_totales,659.2719999999999,280.64,25
2009-10,morosidad,7.969600000000001,4.57,25
2009-10,pasivos_totales,585.9344,249.69,25
2009-10,patrimonio,66.2136,28.96,25
2009-10,roe,12.08,11.75,25
2009-10,solvencia_proxy,13.5948,8.71,25
2009-11,activos_totales,669.7275999999999,284.55,25
2009-11,morosidad,6.446000000000001,4.69,25
2009-11,pasivos_totales,595.7192,246.62,25
2009-11,patrimonio,66.2224,28.96,25
2009-11,roe,18.8188,11.75,25
2009-11,solvencia_proxy,13.3524,8.16,25
2009-12,activos_totales,701.0244,292.93,25
2009-12,morosidad,8.6212,3.41,25
2009-12,pasivos_totales,626.2368,260.32,25
2009-12,patrimonio,74.7868,31.07,25
2009-12,roe,14.304,12.42,25
2009-12,solvencia_proxy,13.546800000000001,8.75,25
2010-01,activos_totales,711.388,292.02,25
2010-01,morosidad,6.19,3.62,25
2010-01,pasivos_totales,635.982,260.93,25
2010-01,patrimonio,74.778,31.07,25
2010-01,roe,14.5932,10.21,25
2010-01,solvencia_proxy,14.228,8.76,25
2010-02,activos_totales,719.2972,314.37,25
2010-02,morosidad,6.453199999999999,4.59,25
2010-02,pasivos_totales,643.844,276.1,25
2010-02,patrimonio,74.2012,31.07,25
2010-02,roe,13.144400000000001,7.62,25
2010-02,solvencia_proxy,14.2472,8.44,25
2010-03,activos_totales,730.7244000000001,314.04,25
2010-03,morosidad,5.816,3.71,25
2010-03,pasivos_totales,655.0455999999999,271.97,25
2010-03,patrimonio,73.6404,31.07,25
2010-03,roe,10.699200000000001,8.28,25
2010-03,solvencia_proxy,14.1604,8.64,25
2010-04,activos_totales,742.5236,301.28,25
2010-04,morosidad,9.0948,3.75,25
2010-04,pasivos_totales,666.3008,262.8,25
2010-04,patrimonio,73.4624,31.07,25
2010-04,roe,12.724400000000001,9.38,25
2010-04,solvencia_proxy,14.32,8.76,25
2010-05,activos_totales,747.2236,296.62,25
2010-05,morosidad,9.585600000000001,4.18,25
2010-05,pasivos_totales,670.1628,258.02,25
2010-05,patrimonio,73.4636,31.07,25
2010-05,roe,10.888,8.98,25
2010-05,solvencia_proxy,13.87,8.41,25
2010-06,activos_totales,748.722,296.4,25
2010-06,morosidad,10.738,4.05,25
2010-06,pasivos_totales,671.4376,257.59,25
2010-06,patrimonio,72.736,31.07,25
2010-06,roe,10.5452,10.17,25
2010-06,solvencia_proxy,13.5888,9.14,25
2010-07,activos_totales,761.5011999999999,290.04,25
2010-07,morosidad,9.087200000000001,4.23,25
2010-07,pasivos_totales,683.3336,251.02,25
2010-07,patrimonio,72.7372,31.07,25
2010-07,roe,10.4528,9.6,25
2010-07,solvencia_proxy,13.5476,8.22,25
2010-08,activos_totales,762.462,292.46,25
2010-08,morosidad,9.754399999999999,4.31,25
2010-08,pasivos_totales,683.2544,253.22,25
2010-08,patrimonio,72.73479999999999,31.07,25
2010-08,roe,14.048,10.71,25
2010-08,solvencia_proxy,13.2008,8.14,25
2010-09,activos_totales,765.3272000000001,297.8,25
2010-09,morosidad,5.3088,3.33,25
2010-09,pasivos_totales,685.0060000000001,257.8,25
2010-09,patrimonio,72.7944,31.07,25
2010-09,roe,10.934800000000001,9.49,25
2010-09,solvencia_proxy,13.1432,8.22,25
2010-10,activos_totales,775.0060000000001,303.56,25
2010-10,morosidad,12.1504,4.28,25
2010-10,pasivos_totales,693.7180000000001,261.4,25
2010-10,patrimonio,72.9924,31.07,25
2010-10,roe,13.532,12.42,25
2010-10,solvencia_proxy,14.5896,7.81,25
2010-11,activos_totales,792.918,309.01,25
2010-11,morosidad,8.6028,3.61,25
2010-11,pasivos_totales,710.57,268.63,25
2010-11,patrimonio,73.0984,31.07,25
2010-11,roe,11.838799999999999,11.62,25
2010-11,solvencia_proxy,14.9052,8.53,25
2010-12,activos_totales,823.8124,325.17,25
2010-12,morosidad,14.655600000000002,3.35,25
2010-12,pasivos_totales,740.446,266.76,25
2010-12,patrimonio,83.3656,33.43,25
2010-12,roe,12.16,12.12,25
2010-12,solvencia_proxy,14.1604,8.83,25
2011-01,activos_totales,814.6124000000001,321.52,25
2011-01,morosidad,11.2224,3.59,25
2011-01,pasivos_totales,730.0692,262.49,25
2011-01,patrimonio,83.36399999999999,33.43,25
2011-01,roe,16.2824,12.79,25
2011-01,solvencia_proxy,16.072,9.94,25
2011-02,activos_totales,830.5631999999999,324.8,25
2011-02,morosidad,12.073599999999999,3.58,25
2011-02,pasivos_totales,745.5304000000001,271.19,25
2011-02,patrimonio,82.7576,33.43,25
2011-02,roe,15.345999999999998,12.64,25
2011-02,solvencia_proxy,15.7532,9.76,25
2011-03,activos_totales,853.1744,333.43,25
2011-03,morosidad,11.9056,3.0,25
2011-03,pasivos_totales,767.3856,273.16,25
2011-03,patrimonio,82.2424,33.43,25
2011-03,roe,16.2364,14.64,25
2011-03,solvencia_proxy,15.5028,9.86,25
2011-04,activos_totales,868.1928,333.65,25
2011-04,morosidad,11.4824,2.96,25
2011-04,pasivos_totales,781.8112,272.58,25
2011-04,patrimonio,81.6196,33.43,25
2011-04,roe,19.1372,13.76,25
2011-04,solvencia_proxy,15.224,9.72,25
2011-05,activos_totales,869.4716000000001,338.43,25
2011-05,morosidad,11.4044,2.87,25
2011-05,pasivos_totales,781.7755999999999,279.21,25
2011-05,patrimonio,81.476,33.43,25
2011-05,roe,13.565199999999999,14.63,25
2011-05,solvencia_proxy,15.206399999999999,9.43,25
2011-06,activos_totales,876.4996000000001,342.99,25
2011-06,morosidad,10.5956,3.4,25
2011-06,pasivos_totales,787.6704000000001,279.75,25
2011-06,patrimonio,81.1592,33.43,25
2011-06,roe,14.032,14.99,25
2011-06,solvencia_proxy,14.761199999999999,9.43,25
2011-07,activos_totales,888.7572,345.41,25
2011-07,morosidad,7.6648000000000005,2.77,25
2011-07,pasivos_totales,798.454,281.6,25
2011-07,patrimonio,81.244,33.43,25
2011-07,roe,14.2408,15.84,25
2011-07,solvencia_proxy,14.485999999999999,9.2,25
2011-08,activos_totales,899.2280000000001,349.64,25
2011-08,morosidad,8.5352,3.24,25
2011-08,pasivos_totales,808.0072,285.04,25
2011-08,patrimonio,80.7884,33.43,25
2011-08,roe,14.792,16.19,25
2011-08,solvencia_proxy,11.9428,9.26,25
2011-09,activos_totales,882.245,343.16999999999996,26
2011-09,morosidad,8.659615384615385,3.6799999999999997,26
2011-09,pasivos_totales,792.8015384615385,289.185,26
2011-09,patrimonio,78.17884615384615,29.345,26
2011-09,roe,18.429230769230767,16.19,26
2011-09,solvencia_proxy,11.648076923076925,9.1,26
2011-10,activos_totales,886.8780769230768,355.34000000000003,26
2011-10,morosidad,8.733461538461539,3.8649999999999998,26
2011-10,pasivos_totales,796.4000000000001,301.78,26
2011-10,patrimonio,78.0526923076923,29.345,26
2011-10,roe,18.982307692307693,16.759999999999998,26
2011-10,solvencia_proxy,12.622692307692308,10.3,26
2011-11,activos_totales,880.5153846153846,360.56,26
2011-11,morosidad,9.128076923076922,4.145,26
2011-11,pasivos_totales,788.9061538461539,303.46000000000004,26
2011-11,patrimonio,78.19615384615385,29.345,26
2011-11,roe,17.918846153846154,16.575000000000003,26
2011-11,solvencia_proxy,12.763846153846155,10.205,26
2011-12,activos_totales,917.9169230769231,364.65,26
2011-12,morosidad,7.036153846153846,2.425,26
2011-12,pasivos_totales,822.4242307692307,310.03499999999997,26
2011-12,patrimonio,95.49384615384616,35.315,26
2011-12,roe,21.720769230769232,16.965,26
2011-12,solvencia_proxy,12.312307692307693,10.219999999999999,26
2012-01,activos_totales,932.4157692307692,366.585,26
2012-01,morosidad,8.63,3.49,26
2012-01,pasivos_totales,835.9442307692308,309.52,26
2012-01,patrimonio,95.27884615384616,35.33,26
2012-01,roe,13.458076923076923,14.465,26
2012-01,solvencia_proxy,13.3,10.69,26
2012-02,activos_totales,948.5307692307692,367.405,26
2012-02,morosidad,6.19923076923077,3.34,26
2012-02,pasivos_totales,850.2046153846154,309.895,26
2012-02,patrimonio,95.95615384615385,35.345,26
2012-02,roe,12.61076923076923,13.805,26
2012-02,solvencia_proxy,13.152692307692307,10.23,26
2012-03,activos_totales,977.3869230769232,376.005,26
2012-03,morosidad,9.543076923076923,3.2,26
2012-03,pasivos_totales,878.3046153846154,319.21000000000004,26
2012-03,patrimonio,95.44192307692308,35.345,26
2012-03,roe,20.29076923076923,15.795,26
2012-03,solvencia_proxy,12.778461538461539,10.27,26
2012-04,activos_totales,987.8773076923078,373.595,26
2012-04,morosidad,9.154615384615385,4.21,26
2012-04,pasivos_totales,888.2407692307692,315.93,26
2012-04,patrimonio,94.69615384615386,35.375,26
2012-04,roe,20.10653846153846,15.945,26
2012-04,solvencia_proxy,12.643846153846154,10.205,26
2012-05,activos_totales,987.8242307692308,380.35,26
2012-05,morosidad,9.233076923076924,3.63,26
2012-05,pasivos_totales,886.9865384615384,322.08,26
2012-05,patrimonio,94.64615384615385,35.425,26
2012-05,roe,18.081923076923076,15.715,26
2012-05,solvencia_proxy,12.682307692307692,10.295,26
2012-06,activos_totales,992.738076923077,387.145,26
2012-06,morosidad,9.10576923076923,3.9299999999999997,26
2012-06,pasivos_totales,890.7688461538461,328.185,26
2012-06,patrimonio,94.71923076923076,35.425,26
2012-06,roe,16.387307692307694,16.21,26
2012-06,solvencia_proxy,12.629615384615384,9.985,26
2012-07,activos_totales,986.5269230769231,389.24,26
2012-07,morosidad,10.241923076923078,3.885,26
2012-07,pasivos_totales,883.8026923076923,329.55,26
2012-07,patrimonio,94.39653846153846,35.455,26
2012-07,roe,16.392307692307693,14.89,26
2012-07,solvencia_proxy,13.006153846153845,9.815,26
2012-08,activos_totales,998.9230769230769,391.93,26
2012-08,morosidad,11.489230769230769,4.015000000000001,26
2012-08,pasivos_totales,894.6484615384616,331.515,26
2012-08,patrimonio,94.89923076923077,35.425,26
2012-08,roe,12.469615384615386,13.899999999999999,26
2012-08,solvencia_proxy,12.497307692307693,9.455,26
2012-09,activos_totales,995.631923076923,393.46000000000004,26
2012-09,morosidad,12.192692307692308,4.63,26
2012-09,pasivos_totales,890.4376923076924,332.185,26
2012-09,patrimonio,94.88192307692307,35.415,26
2012-09,roe,12.788461538461538,13.34,26
2012-09,solvencia_proxy,12.456153846153846,9.41,26
2012-10,activos_totales,1015.6803846153846,398.08,26
2012-10,morosidad,8.923076923076923,4.45,26
2012-10,pasivos_totales,909.5653846153847,335.895,26
2012-10,patrimonio,94.79653846153846,35.56,26
2012-10,roe,16.612692307692306,13.675,26
2012-10,solvencia_proxy,12.061923076923078,9.129999999999999,26
2012-11,activos_totales,1031.106153846154,400.065,26
2012-11,morosidad,13.186153846153847,4.865,26
2012-11,pasivos_totales,924.1896153846154,336.88,26
2012-11,patrimonio,94.94653846153847,35.585,26
2012-11,roe,13.538461538461538,12.375,26
2012-11,solvencia_proxy,11.858461538461539,9.115,26
2012-12,activos_totales,1072.13,412.235,26
2012-12,morosidad,12.08423076923077,4.29,26
2012-12,pasivos_totales,965.5249999999999,357.77,26
2012-12,patrimonio,106.60692307692308,41.545,26
2012-12,roe,18.84346153846154,14.445,26
2012-12,solvencia_proxy,11.66230769230769,9.015,26
2013-01,activos_totales,1049.6976923076923,404.105,26
2013-01,morosidad,13.510384615384615,5.105,26
2013-01,pasivos_totales,942.3311538461538,338.21000000000004,26
2013-01,patrimonio,106.5923076923077,41.545,26
2013-01,roe,11.418846153846154,11.18,26
2013-01,solvencia_proxy,12.695,9.84,26
2013-02,activos_totales,1059.6676923076923,396.15999999999997,26
2013-02,morosidad,14.877307692307692,5.67,26
2013-02,pasivos_totales,951.7142307692308,334.665,26
2013-02,patrimonio,106.6253846153846,41.519999999999996,26
2013-02,roe,7.841538461538462,8.565,26
2013-02,solvencia_proxy,12.521153846153847,9.530000000000001,26
2013-03,activos_totales,1107.9216000000001,399.5,25
2013-03,morosidad,8.75923076923077,4.54,26
2013-03,pasivos_totales,996.8008,334.93,25
2013-03,patrimonio,108.9112,45.87,25
2013-03,roe,6.174615384615384,7.385,26
2013-03,solvencia_proxy,12.6544,9.74,25
2013-04,activos_totales,1161.5379166666667,491.96500000000003,24
2013-04,morosidad,12.018461538461539,4.1850000000000005,26
2013-04,pasivos_totales,1046.4075,448.29499999999996,24
2013-04,patrimonio,111.97833333333334,40.635,24
2013-04,roe,8.167307692307691,8.995000000000001,26
2013-04,solvencia_proxy,12.249583333333334,9.629999999999999,24
2013-05,activos_totales,1163.1133333333335,483.615,24
2013-05,morosidad,12.599230769230768,4.045,26
2013-05,pasivos_totales,1047.4575,433.65999999999997,24
2013-05,patrimonio,111.51333333333334,39.665,24
2013-05,roe,8.263076923076923,8.184999999999999,26
2013-05,solvencia_proxy,12.334583333333333,9.780000000000001,24
2013-06,activos_totales,1168.875,499.845,24
2013-06,morosidad,12.403076923076922,4.095,26
2013-06,pasivos_totales,1053.5979166666666,455.69,24
2013-06,patrimonio,110.07583333333334,39.665,24
2013-06,roe,8.641153846153847,8.98,26
2013-06,solvencia_proxy,12.39875,9.695,24
2013-07,activos_totales,1178.0404166666667,511.14,24
2013-07,morosidad,12.641923076923076,4.039999999999999,26
2013-07,pasivos_totales,1061.7175,466.28,24
2013-07,patrimonio,110.02999999999999,39.655,24
2013-07,roe,10.525769230769232,9.57,26
2013-07,solvencia_proxy,12.225416666666668,9.55,24
2013-08,activos_totales,1187.1241666666667,517.09,24
2013-08,morosidad,8.071153846153846,3.45,26
2013-08,pasivos_totales,1069.7725,465.45000000000005,24
2013-08,patrimonio,110.06791666666668,39.66,24
2013-08,roe,6.938461538461539,8.9,26
2013-08,solvencia_proxy,12.10125,9.399999999999999,24
2013-09,activos_totales,1190.63625,507.515,24
2013-09,morosidad,10.063076923076922,3.73,26
2013-09,pasivos_totales,1072.3533333333332,461.53499999999997,24
2013-09,patrimonio,110.01166666666667,39.655,24
2013-09,roe,7.083461538461538,8.73,26
2013-09,solvencia_proxy,12.046666666666667,9.755,24
2013-10,activos_totales,1202.0266666666666,531.64,24
2013-10,morosidad,6.555384615384615,3.035,26
2013-10,pasivos_totales,1082.3620833333332,478.65,24
2013-10,patrimonio,110.32583333333334,39.85,24
2013-10,roe,9.407307692307693,9.17,26
2013-10,solvencia_proxy,11.924583333333333,9.585,24
2013-11,activos_totales,1232.7379166666667,524.58,24
2013-11,morosidad,10.201923076923077,3.51,26
2013-11,pasivos_totales,1112.2054166666667,473.96,24
2013-11,patrimonio,110.30833333333334,39.650000000000006,24
2013-11,roe,8.615,9.385,26
2013-11,solvencia_proxy,11.675416666666665,9.085,24
2013-12,activos_totales,1280.7666666666667,513.4350000000001,24
2013-12,morosidad,8.890384615384615,3.1100000000000003,26
2013-12,pasivos_totales,1159.5533333333333,458.565,24
2013-12,patrimonio,121.21249999999999,42.78,24
2013-12,roe,14.939583333333333,12.23,24
2013-12,solvencia_proxy,11.484166666666667,8.98,24
2014-01,activos_totales,1259.4125000000001,518.8149999999999,24
2014-01,morosidad,9.541153846153845,3.675,26
2014-01,pasivos_totales,1137.95625,463.58000000000004,24
2014-01,patrimonio,120.47416666666668,42.755,24
2014-01,roe,12.650833333333333,11.89,24
2014-01,solvencia_proxy,12.566250000000002,10.07,24
2014-02,activos_totales,1264.0925,520.57,24
2014-02,morosidad,10.095384615384615,3.745,26
2014-02,pasivos_totales,1141.7158333333334,464.96500000000003,24
2014-02,patrimonio,120.49083333333333,42.765,24
2014-02,roe,6.621666666666667,9.245000000000001,24
2014-02,solvencia_proxy,12.507083333333334,10.379999999999999,24
2014-03,activos_totales,1230.6940000000002,474.11,25
2014-03,morosidad,9.77037037037037,4.51,27
2014-03,pasivos_totales,1112.1091999999999,416.49,25
2014-03,patrimonio,115.7556,38.98,25
2014-03,roe,7.7488,9.78,25
2014-03,solvencia_proxy,12.376,10.25,25
2014-04,activos_totales,1228.318,469.11,25
2014-04,morosidad,7.9907407407407405,4.11,27
2014-04,pasivos_totales,1108.8444,410.74,25
2014-04,patrimonio,115.60960000000001,38.92,25
2014-04,roe,5.9088,10.02,25
2014-04,solvencia_proxy,12.0704,10.26,25
2014-05,activos_totales,1231.9068,460.75,25
2014-05,morosidad,8.528518518518519,4.26,27
2014-05,pasivos_totales,1111.9376,408.61,25
2014-05,patrimonio,115.08840000000001,38.15,25
2014-05,roe,9.316799999999999,9.37,25
2014-05,solvencia_proxy,11.9904,10.02,25
2014-06,activos_totales,1253.1616000000001,464.06,25
2014-06,morosidad,8.607037037037037,4.44,27
2014-06,pasivos_totales,1132.0292,411.4,25
2014-06,patrimonio,115.1964,38.3,25
2014-06,roe,9.474400000000001,9.51,25
2014-06,solvencia_proxy,12.070799999999998,9.95,25
2014-07,activos_totales,1258.5388,462.72,25
2014-07,morosidad,9.008888888888889,4.37,27
2014-07,pasivos_totales,1136.1368,409.3,25
2014-07,patrimonio,115.40279999999998,38.19,25
2014-07,roe,7.9075999999999995,9.09,25
2014-07,solvencia_proxy,12.0572,9.78,25
2014-08,activos_totales,1325.5516666666665,511.45000000000005,24
2014-08,morosidad,9.483076923076924,4.61,26
2014-08,pasivos_totales,1198.0854166666666,456.58500000000004,24
2014-08,patrimonio,118.95625,42.69,24
2014-08,roe,10.2475,10.844999999999999,24
2014-08,solvencia_proxy,10.594583333333334,9.205,24
2014-09,activos_totales,1334.0449999999998,514.31,24
2014-09,morosidad,9.917307692307693,4.805,26
2014-09,pasivos_totales,1205.2820833333333,457.41,24
2014-09,patrimonio,119.07708333333333,42.644999999999996,24
2014-09,roe,10.321666666666667,10.7,24
2014-09,solvencia_proxy,10.78,9.015,24
2014-10,activos_totales,1340.855,459.73,24
2014-10,morosidad,9.443846153846154,4.57,26
2014-10,pasivos_totales,1209.83375,411.06,24
2014-10,patrimonio,119.16166666666668,42.685,24
2014-10,roe,11.83875,12.04,24
2014-10,solvencia_proxy,13.448333333333332,9.665,24
2014-11,activos_totales,1353.5775,436.14,24
2014-11,morosidad,8.859615384615385,4.055,26
2014-11,pasivos_totales,1221.0975,387.07500000000005,24
2014-11,patrimonio,119.21083333333333,42.68,24
2014-11,roe,11.745416666666666,12.005,24
2014-11,solvencia_proxy,13.260416666666666,9.33,24
2014-12,activos_totales,1461.7008695652175,462.63,23
2014-12,morosidad,10.840769230769231,3.93,26
