periodo,indicador,promedio_sistema,mediana_sistema,bancos_con_dato
2020-06,solvencia_proxy,13.7525,10.7,24
2020-07,activos_totales,1853.1575,553.63,24
2020-07,morosidad,12.81125,3.565,24
2020-07,pasivos_totales,1641.8000000000002,483.005,24
2020-07,patrimonio,204.79875,60.625,24
2020-07,roe,5.448333333333334,5.535,24
2020-07,solvencia_proxy,13.573333333333332,10.5,24
2020-08,activos_totales,1875.7562500000001,548.515,24
2020-08,morosidad,5.16625,3.41,24
2020-08,pasivos_totales,1662.5529166666665,477.08000000000004,24
2020-08,patrimonio,206.29333333333332,60.81,24
2020-08,roe,7.664583333333333,4.835,24
2020-08,solvencia_proxy,13.450000000000001,10.395,24
2020-09,activos_totales,1890.42875,581.6,24
2020-09,morosidad,5.96875,4.125,24
2020-09,pasivos_totales,1677.6254166666668,508.465,24
2020-09,patrimonio,205.56500000000003,60.81,24
2020-09,roe,10.534583333333334,4.79,24
2020-09,solvencia_proxy,13.054166666666667,10.195,24
2020-10,activos_totales,1944.3929166666667,574.665,24
2020-10,morosidad,4.801666666666667,2.955,24
2020-10,pasivos_totales,1730.9279166666665,501.92,24
2020-10,patrimonio,205.52541666666664,59.7,24
2020-10,roe,8.069999999999999,4.545,24
2020-10,solvencia_proxy,12.847083333333332,9.690000000000001,24
2020-11,activos_totales,1946.3858333333335,572.115,24
2020-11,morosidad,4.654583333333333,3.4050000000000002,24
2020-11,pasivos_totales,1733.1141666666665,503.53,24
2020-11,patrimonio,204.72833333333332,59.665,24
2020-11,roe,9.72,4.1850000000000005,24
2020-11,solvencia_proxy,12.63125,9.46,24
2020-12,activos_totales,2019.1120833333334,589.5,24
2020-12,morosidad,8.343333333333334,3.07,24
2020-12,pasivos_totales,1806.837083333333,520.39,24
2020-12,patrimonio,212.27583333333334,62.005,24
2020-12,roe,11.145416666666668,4.3149999999999995,24
2020-12,solvencia_proxy,12.198749999999999,8.825,24
2021-01,activos_totales,1994.67875,576.145,24
2021-01,morosidad,4.687083333333333,3.395,24
2021-01,pasivos_totales,1781.8441666666668,504.74,24
2021-01,patrimonio,211.6641666666667,62.005,24
2021-01,roe,11.074583333333335,5.4,24
2021-01,solvencia_proxy,13.094999999999999,10.015,24
2021-02,activos_totales,1994.1383333333333,588.5699999999999,24
2021-02,morosidad,4.69125,3.43,24
2021-02,pasivos_totales,1780.9216666666669,516.61,24
2021-02,patrimonio,211.1075,62.0,24
2021-02,roe,9.290833333333333,5.875,24
2021-02,solvencia_proxy,12.990416666666667,9.865,24
2021-03,activos_totales,2021.1045833333335,609.655,24
2021-03,morosidad,8.684583333333334,3.7350000000000003,24
2021-03,pasivos_totales,1807.5366666666669,537.715,24
2021-03,patrimonio,210.18541666666667,62.005,24
2021-03,roe,4.203333333333333,5.14,24
2021-03,solvencia_proxy,12.737083333333333,9.274999999999999,24
2021-04,activos_totales,2010.59,599.255,24
2021-04,morosidad,5.333749999999999,3.83,24
2021-04,pasivos_totales,1795.6845833333334,527.175,24
2021-04,patrimonio,210.41416666666666,62.0,24
2021-04,roe,3.7304166666666667,5.220000000000001,24
2021-04,solvencia_proxy,12.765833333333333,9.345,24
2021-05,activos_totales,2018.9641666666666,606.745,24
2021-05,morosidad,4.7804166666666665,4.34,24
2021-05,pasivos_totales,1802.5733333333335,534.73,24
2021-05,patrimonio,210.44500000000002,61.7,24
2021-05,roe,3.686666666666667,4.91,24
2021-05,solvencia_proxy,12.627916666666666,9.415,24
2021-06,activos_totales,2022.9470833333335,586.5999999999999,24
2021-06,morosidad,8.828750000000001,3.95,24
2021-06,pasivos_totales,1805.29375,514.165,24
2021-06,patrimonio,210.40083333333334,61.68,24
2021-06,roe,4.676666666666667,6.49,24
2021-06,solvencia_proxy,12.668333333333335,9.27,24
2021-07,activos_totales,2037.95375,609.13,24
2021-07,morosidad,8.332916666666666,4.05,24
2021-07,pasivos_totales,1818.8804166666666,536.235,24
2021-07,patrimonio,210.49375,61.695,24
2021-07,roe,4.684166666666666,6.09,24
2021-07,solvencia_proxy,12.372083333333334,8.84,24
2021-08,activos_totales,2048.9175,619.0,24
2021-08,morosidad,8.81125,4.1850000000000005,24
2021-08,pasivos_totales,1828.5883333333334,545.935,24
2021-08,patrimonio,210.62249999999997,61.7,24
2021-08,roe,4.17375,6.1,24
2021-08,solvencia_proxy,12.295416666666666,8.739999999999998,24
2021-09,activos_totales,2081.1316666666667,655.34,24
2021-09,morosidad,7.400416666666666,3.92,24
2021-09,pasivos_totales,1859.6604166666666,582.0250000000001,24
2021-09,patrimonio,210.50749999999996,61.685,24
2021-09,roe,7.472916666666666,6.75,24
2021-09,solvencia_proxy,12.235,8.75,24
2021-10,activos_totales,2103.65875,654.79,24
2021-10,morosidad,7.2437499999999995,3.38,24
2021-10,pasivos_totales,1880.7070833333335,581.4300000000001,24
2021-10,patrimonio,210.42999999999998,61.675,24
2021-10,roe,5.711666666666666,6.775,24
2021-10,solvencia_proxy,12.013333333333334,8.69,24
2021-11,activos_totales,2115.048333333333,637.7049999999999,24
2021-11,morosidad,7.331666666666667,3.15,24
2021-11,pasivos_totales,1890.6000000000001,564.02,24
2021-11,patrimonio,210.31208333333336,61.675,24
2021-11,roe,6.145833333333333,7.205,24
2021-12,activos_totales,2183.2766666666666,644.6400000000001,24
2021-12,morosidad,10.339583333333334,3.3449999999999998,24
2021-12,pasivos_totales,1953.9745833333334,569.66,24
2021-12,patrimonio,229.30291666666668,69.39,24
2021-12,roe,19.20916666666667,8.649999999999999,24
2021-12,solvencia_proxy,12.061250000000001,8.54,24
2022-02,activos_totales,2188.73,646.8050000000001,24
2022-02,morosidad,11.650833333333333,3.4749999999999996,24
2022-02,pasivos_totales,1957.3566666666666,570.595,24
2022-02,patrimonio,227.5354166666667,69.225,24
2022-02,roe,11.272083333333335,9.585,24
2022-03,activos_totales,2223.369166666667,673.7049999999999,24
2022-03,morosidad,10.426666666666668,3.2800000000000002,24
2022-03,pasivos_totales,1993.5295833333332,597.5899999999999,24
2022-03,patrimonio,223.7325,69.22,24
2022-03,roe,14.1575,9.504999999999999,24
2022-03,solvencia_proxy,12.4825,9.045,24
2022-04,activos_totales,2197.1370833333335,647.38,24
2022-04,morosidad,10.707500000000001,3.395,24
2022-04,pasivos_totales,1965.7420833333333,578.665,24
2022-04,patrimonio,223.43125,68.02,24
2022-04,roe,3.53125,7.54,24
2022-04,solvencia_proxy,12.434166666666668,9.185,24
2022-05,activos_totales,2198.2316666666666,660.115,24
2022-05,morosidad,10.8925,3.24,24
2022-05,pasivos_totales,1964.5141666666668,584.735,24
2022-05,patrimonio,223.3658333333333,68.015,24
2022-05,roe,7.467083333333334,8.254999999999999,24
2022-05,solvencia_proxy,12.419166666666667,9.34,24
2022-06,activos_totales,2194.9804166666668,687.0250000000001,24
2022-06,morosidad,10.144166666666667,3.285,24
2022-06,pasivos_totales,1959.8162499999999,611.77,24
2022-06,patrimonio,222.56500000000003,68.005,24
2022-06,roe,9.94625,8.315000000000001,24
2022-06,solvencia_proxy,12.362499999999999,9.345,24
2022-07,activos_totales,2218.9945833333336,683.075,24
2022-07,morosidad,10.01875,3.34,24
2022-07,pasivos_totales,1981.6762500000002,607.81,24
2022-07,patrimonio,222.44000000000003,67.995,24
2022-07,roe,6.117083333333333,7.2,24
2022-07,solvencia_proxy,12.356666666666667,9.735,24
2022-08,activos_totales,2261.88,715.36,24
2022-08,morosidad,10.584999999999999,3.4450000000000003,24
2022-08,pasivos_totales,2022.2833333333335,640.01,24
2022-08,patrimonio,222.06499999999997,67.985,24
2022-08,roe,6.38,7.42,24
2022-08,solvencia_proxy,12.267083333333332,9.74,24
2022-09,activos_totales,2274.6470833333333,701.815,24
2022-09,morosidad,9.692083333333334,3.395,24
2022-09,pasivos_totales,2032.4633333333334,627.1500000000001,24
2022-09,patrimonio,222.0375,67.985,24
2022-09,roe,6.327083333333333,7.66,24
2022-09,solvencia_proxy,12.272083333333333,9.64,24
2022-10,activos_totales,2296.0379166666667,698.085,24
2022-10,morosidad,10.349166666666667,3.46,24
2022-10,pasivos_totales,2049.8345833333333,622.69,24
2022-10,patrimonio,223.50541666666666,67.975,24
2022-10,roe,6.387083333333333,7.98,24
2022-10,solvencia_proxy,12.198749999999999,9.445,24
2022-11,activos_totales,2308.414166666667,715.175,24
2022-11,morosidad,10.77375,3.675,24
2022-11,pasivos_totales,2059.1979166666665,638.89,24
2022-11,patrimonio,224.05375,67.97999999999999,24
2022-11,roe,6.232083333333333,8.325,24
2022-11,solvencia_proxy,12.048333333333334,9.385,24
2022-12,activos_totales,2370.2312500000003,727.54,24
2022-12,morosidad,12.107083333333334,3.275,24
2022-12,pasivos_totales,2118.1895833333333,649.735,24
2022-12,patrimonio,252.04125,74.66,24
2022-12,roe,4.15125,7.125,24
2022-12,solvencia_proxy,11.643749999999999,8.985,24
2023-01,activos_totales,2379.715833333333,769.7249999999999,24
2023-01,morosidad,12.673333333333332,4.609999999999999,24
2023-01,pasivos_totales,2124.1179166666666,690.1949999999999,24
2023-01,patrimonio,253.02625,74.725,24
2023-01,roe,12.636666666666665,10.89,24
2023-01,solvencia_proxy,12.322916666666666,9.094999999999999,24
2023-02,activos_totales,2388.90625,760.495,24
2023-02,morosidad,9.04625,4.0649999999999995,24
2023-02,pasivos_totales,2134.10625,679.8,24
2023-02,patrimonio,249.875,74.185,24
2023-02,roe,12.17125,10.0,24
2023-02,solvencia_proxy,12.058333333333332,9.21,24
2023-03,activos_totales,2422.07625,767.485,24
2023-03,morosidad,8.449166666666667,4.73,24
2023-03,pasivos_totales,2167.88625,686.5,24
2023-03,patrimonio,246.3395833333333,74.185,24
2023-03,roe,11.375833333333334,12.17,24
2023-03,solvencia_proxy,11.88,9.719999999999999,24
2023-04,activos_totales,2410.1225,753.675,24
2023-04,morosidad,8.841666666666667,4.695,24
2023-04,pasivos_totales,2155.705833333333,673.21,24
2023-04,patrimonio,243.80583333333334,72.53,24
2023-04,roe,8.90125,11.29,24
2023-04,solvencia_proxy,11.79125,9.49,24
2023-05,activos_totales,2495.8,790.3,23
2023-05,morosidad,8.986956521739131,4.15,23
2023-05,pasivos_totales,2227.8904347826087,698.66,23
2023-05,patrimonio,253.68347826086958,76.7,23
2023-05,roe,14.020434782608698,12.82,23
2023-05,solvencia_proxy,12.041739130434781,9.76,23
2023-06,activos_totales,2498.580434782609,766.51,23
2023-06,morosidad,8.530434782608696,3.69,23
2023-06,pasivos_totales,2227.8634782608697,694.45,23
2023-06,patrimonio,253.53608695652173,76.7,23
2023-06,roe,14.27,12.63,23
2023-06,solvencia_proxy,12.145652173913044,10.07,23
2023-07,activos_totales,2506.48,767.31,23
2023-07,morosidad,5.768260869565217,3.99,23
2023-07,pasivos_totales,2233.0230434782607,694.31,23
2023-07,patrimonio,253.67347826086956,76.69,23
2023-07,roe,13.742608695652173,12.63,23
2023-07,solvencia_proxy,12.071739130434782,9.92,23
2023-08,activos_totales,2543.7130434782607,821.59,23
2023-08,morosidad,10.046086956521739,4.09,23
2023-08,pasivos_totales,2268.771739130435,726.81,23
2023-08,patrimonio,252.5282608695652,76.67,23
2023-08,roe,14.343043478260869,13.32,23
2023-08,solvencia_proxy,11.87086956521739,9.02,23
2023-09,activos_totales,2549.992608695652,790.7,23
2023-09,morosidad,9.764782608695652,4.03,23
2023-09,pasivos_totales,2272.43,710.55,23
2023-09,patrimonio,252.56,76.68,23
2023-09,roe,13.77,13.31,23
2023-09,solvencia_proxy,11.801304347826088,9.41,23
2023-10,activos_totales,2559.535652173913,850.02,23
2023-10,morosidad,6.653913043478262,4.09,23
2023-10,pasivos_totales,2279.693043478261,753.48,23
2023-10,patrimonio,252.4408695652174,76.69,23
2023-10,roe,12.696521739130434,13.07,23
2023-10,solvencia_proxy,11.811739130434784,8.98,23
2023-11,activos_totales,2588.596956521739,811.44,23
2023-11,morosidad,6.643478260869564,4.02,23
2023-11,pasivos_totales,2300.7139130434784,713.83,23
2023-11,patrimonio,258.2278260869565,76.68,23
2023-11,roe,10.493478260869566,12.55,23
2023-11,solvencia_proxy,11.775652173913043,9.45,23
2023-12,activos_totales,2638.222608695652,818.57,23
2023-12,morosidad,8.785217391304348,3.7,23
2023-12,pasivos_totales,2346.8534782608695,741.14,23
2023-12,patrimonio,291.3691304347826,82.94,23
2023-12,roe,8.70608695652174,12.15,23
2023-12,solvencia_proxy,11.548260869565217,9.4,23
2024-01,activos_totales,2603.3552173913044,791.01,23
2024-01,morosidad,5.276521739130435,3.83,23
2024-01,pasivos_totales,2309.454347826087,713.04,23
2024-01,patrimonio,291.6804347826087,82.95,23
2024-01,roe,7.2986956521739135,8.58,23
2024-01,solvencia_proxy,12.683913043478261,10.13,23
2024-02,activos_totales,2624.211304347826,802.66,23
2024-02,morosidad,5.587826086956523,3.98,23
2024-02,pasivos_totales,2335.62,724.07,23
2024-02,patrimonio,284.37695652173915,82.95,23
2024-02,roe,6.642608695652175,6.88,23
2024-02,solvencia_proxy,12.407391304347826,9.88,23
2024-03,activos_totales,2653.165652173913,812.09,23
2024-03,morosidad,5.840869565217392,3.96,23
2024-03,pasivos_totales,2366.8834782608697,733.12,23
2024-03,patrimonio,279.9008695652174,82.11,23
2024-03,roe,10.728695652173913,6.96,23
2024-03,solvencia_proxy,12.006086956521738,9.59,23
2024-04,activos_totales,2664.52,827.03,23
2024-04,morosidad,5.598260869565217,4.18,23
2024-04,pasivos_totales,2375.8821739130435,747.28,23
2024-04,patrimonio,280.0873913043478,82.11,23
2024-04,roe,-0.3478260869565221,6.3,23
2024-04,solvencia_proxy,12.404782608695653,10.67,23
2024-05,activos_totales,2696.655652173913,828.06,23
2024-05,morosidad,5.94086956521739,4.25,23
2024-05,pasivos_totales,2405.931304347826,751.08,23
2024-05,patrimonio,280.02521739130435,82.11,23
2024-05,roe,10.598260869565218,7.7,23
2024-05,solvencia_proxy,12.10608695652174,9.45,23
2024-06,activos_totales,2745.3134782608695,825.52,23
2024-06,morosidad,5.456956521739131,3.83,23
2024-06,pasivos_totales,2451.984347826087,748.28,23
2024-06,patrimonio,280.4891304347826,82.11,23
2024-06,roe,3.6856521739130432,6.56,23
2024-06,solvencia_proxy,12.128695652173912,9.37,23
2024-07,activos_totales,2771.2478260869566,835.8,23
2024-07,morosidad,5.421739130434783,4.42,23
2024-07,pasivos_totales,2475.41347826087,758.08,23
2024-07,patrimonio,280.64130434782606,82.11,23
2024-07,roe,3.9482608695652175,6.3,23
2024-07,solvencia_proxy,11.801739130434783,9.25,23
2024-08,activos_totales,2821.9560869565216,867.74,23
2024-08,morosidad,5.594347826086956,4.27,23
2024-08,pasivos_totales,2523.3291304347827,786.36,23
2024-08,patrimonio,280.64608695652174,82.12,23
2024-08,roe,8.477391304347826,6.8,23
2024-08,solvencia_proxy,11.767826086956523,9.34,23
2024-09,activos_totales,2851.5004347826084,856.8,23
2024-09,morosidad,5.602173913043478,4.01,23
2024-09,pasivos_totales,2550.2747826086957,758.45,23
2024-09,patrimonio,280.6352173913043,82.12,23
2024-09,roe,10.259130434782609,7.82,23
2024-09,solvencia_proxy,11.796086956521739,9.39,23
2024-10,activos_totales,2891.865217391304,861.95,23
2024-10,morosidad,5.7730434782608695,4.02,23
2024-10,pasivos_totales,2588.504347826087,738.53,23
2024-10,patrimonio,280.23391304347825,82.12,23
2024-10,roe,10.455217391304348,8.04,23
2024-10,solvencia_proxy,11.426521739130434,9.04,23
2024-11,activos_totales,2923.222608695652,871.7,23
2024-11,morosidad,5.6121739130434785,4.02,23
2024-11,pasivos_totales,2617.6530434782608,725.89,23
2024-11,patrimonio,280.00739130434783,82.12,23
2024-11,roe,9.496956521739131,8.22,23
2024-11,solvencia_proxy,11.367826086956521,9.33,23
2024-12,activos_totales,2993.47652173913,857.3,23
2024-12,morosidad,7.939130434782609,3.55,23
2024-12,pasivos_totales,2683.830869565217,711.39,23
2024-12,patrimonio,309.64521739130436,86.27,23
2024-12,roe,8.275652173913043,7.19,23
2024-12,solvencia_proxy,11.03608695652174,9.16,23
2025-01,activos_totales,3009.184347826087,849.46,23
2025-01,morosidad,7.727826086956522,3.44,23
2025-01,pasivos_totales,2695.858695652174,703.49,23
2025-01,patrimonio,310.32652173913044,86.27,23
2025-01,roe,12.710869565217392,11.66,23
2025-01,solvencia_proxy,11.794782608695652,10.02,23
2025-02,activos_totales,3051.0391304347822,830.11,23
2025-02,morosidad,7.606521739130434,3.55,23
2025-02,pasivos_totales,2746.1317391304347,721.6,23
2025-02,patrimonio,299.0969565217392,86.26,23
2025-02,roe,8.910869565217391,10.65,23
2025-02,solvencia_proxy,11.526521739130436,9.13,23
2025-03,activos_totales,3073.003043478261,814.11,23
2025-03,morosidad,8.943478260869567,3.62,23
2025-03,pasivos_totales,2766.8460869565215,707.07,23
2025-03,patrimonio,297.33608695652174,85.52,23
2025-03,roe,10.858260869565218,11.27,23
2025-03,solvencia_proxy,11.327391304347826,8.99,23
2025-04,activos_totales,3077.111304347826,810.75,23
2025-04,morosidad,4.764782608695652,3.43,23
2025-04,pasivos_totales,2764.95,702.66,23
2025-04,patrimonio,300.18695652173915,85.52,23
2025-04,roe,13.212608695652174,11.22,23
2025-04,solvencia_proxy,10.835217391304349,9.21,23
2025-05,activos_totales,3108.796086956522,794.71,23
2025-05,morosidad,4.470434782608695,3.65,23
2025-05,pasivos_totales,2793.0578260869565,687.24,23
2025-05,patrimonio,300.6526086956522,85.52,23
2025-05,roe,13.185652173913043,11.19,23
2025-05,solvencia_proxy,11.227826086956522,9.07,23
2025-06,activos_totales,3157.378695652174,783.73,23
2025-06,morosidad,4.246086956521739,3.25,23
2025-06,pasivos_totales,2838.7473913043477,683.82,23
2025-06,patrimonio,300.4860869565218,85.52,23
2025-06,roe,12.117826086956521,11.29,23
2025-06,solvencia_proxy,11.089565217391305,8.96,23
2025-07,activos_totales,3153.422173913043,786.77,23
2025-07,morosidad,8.333478260869565,3.63,23
2025-07,pasivos_totales,2831.655217391304,678.72,23
2025-07,patrimonio,300.2773913043478,85.53,23
2025-07,roe,11.42695652173913,10.8,23
2025-07,solvencia_proxy,11.16304347826087,9.07,23
2025-08,activos_totales,3186.1847826086955,782.1,23
2025-08,morosidad,4.141739130434783,3.56,23
2025-08,pasivos_totales,2860.87,671.99,23
2025-08,patrimonio,300.5173913043478,85.52,23
2025-08,roe,14.43695652173913,12.14,23
2025-08,solvencia_proxy,11.033913043478261,9.02,23
2025-09,activos_totales,3206.884347826087,775.99,23
2025-09,morosidad,3.9165217391304346,3.34,23
2025-09,pasivos_totales,2877.8882608695653,672.3,23
2025-09,patrimonio,300.5221739130435,85.51,23
2025-09,roe,13.737391304347828,12.38,23
2025-09,solvencia_proxy,11.053478260869564,9.09,23
2025-10,activos_totales,3240.012608695652,770.25,23
2025-10,morosidad,4.03695652173913,3.42,23
2025-10,pasivos_totales,2907.35652173913,685.11,23
2025-10,patrimonio,300.47913043478263,85.51,23
2025-10,roe,13.462608695652174,12.54,23
2025-10,solvencia_proxy,11.04304347826087,8.91,23
2025-11,activos_totales,3290.6869565217394,763.13,23
2025-11,morosidad,4.104347826086957,3.6,23
2025-11,pasivos_totales,2954.451739130435,663.22,23
2025-11,patrimonio,300.61608695652177,85.51,23
2025-11,roe,5.202173913043478,9.87,23
2025-11,solvencia_proxy,10.927391304347825,8.86,23
2025-12,activos_totales,3332.7647826086954,804.85,23
2025-12,morosidad,3.3791304347826085,2.77,23
2025-12,pasivos_totales,2990.811304347826,690.84,23
2025-12,patrimonio,341.9539130434782,92.86,23
2025-12,roe,5.654782608695652,12.19,23
2025-12,solvencia_proxy,10.764347826086958,8.98,23
2026-01,activos_totales,3348.6739130434785,783.2,23
2026-01,morosidad,3.709565217391304,3.39,23
2026-01,pasivos_totales,3002.926086956522,668.01,23
2026-01,patrimonio,342.08478260869566,92.87,23
2026-01,roe,14.551739130434783,11.19,23
2026-01,solvencia_proxy,11.59913043478261,9.74,23
2026-02,activos_totales,3405.3130434782606,875.36,23
2026-02,morosidad,3.986521739130435,3.58,23
2026-02,pasivos_totales,3062.641304347826,755.37,23
2026-02,patrimonio,335.4665217391304,92.87,23
2026-02,roe,16.90695652173913,11.69,23
2026-02,solvencia_proxy,11.445217391304348,9.3,23
2026-03,activos_totales,3450.8517391304345,885.9,23
2026-03,morosidad,3.657391304347826,3.11,23
2026-03,pasivos_totales,3106.7452173913043,764.94,23
2026-03,patrimonio,332.7621739130435,91.54,23
2026-03,roe,14.695652173913043,11.34,23
2026-03,solvencia_proxy,11.315217391304348,9.27,23
