anio,banco_estandarizado,meses_con_dato,activos_totales,patrimonio,roe,morosidad,solvencia_proxy,cluster,pca_1,pca_2,perfil_cluster
2009,AMAZONAS,12,120.4925,11.405833333333334,8.99,3.8541666666666665,7.836666666666666,2,-0.4752938083216626,-0.48074195521120244,Mayor riesgo relativo
2009,AUSTRO,12,647.9608333333333,57.1025,20.646666666666665,7.669999999999999,7.409166666666667,2,-0.22353530134586347,-0.7935979090142071,Mayor riesgo relativo
2009,BOLIVARIANO,12,1271.9758333333332,109.27333333333333,13.958333333333334,1.5591666666666668,7.4875,2,0.07131780401024197,-0.7186808778141472,Mayor riesgo relativo
2009,CAPITAL,12,62.26416666666666,11.842500000000001,10.010833333333332,10.998333333333333,16.355,2,-0.9161578117119791,0.1231988770375625,Mayor riesgo relativo
2009,CITIBANK,12,302.59666666666664,29.135833333333334,13.299999999999999,16.33583333333333,8.315,2,-0.5386880609019024,-0.0057094946252670194,Mayor riesgo relativo
2009,COFIEC,12,12.694166666666666,8.4225,16.88416666666667,13.3575,49.34,1,-2.285804732560948,1.0286947644547186,Pequeños con mayor solvencia proxy
2009,COMERCIAL DE MANABI,12,31.00583333333333,6.552499999999999,9.37,6.274166666666667,15.3975,2,-0.843768785467966,-0.12682596504439844,Mayor riesgo relativo
2009,DELBANK,12,16.391666666666666,7.345833333333334,20.74666666666667,4.370833333333334,34.221666666666664,1,-1.5421753404111291,-0.12887540144377915,Pequeños con mayor solvencia proxy
2009,FINCA,12,37.07333333333333,10.245,4.708333333333333,12.186666666666667,24.007499999999997,1,-1.2795723098730563,0.692629383080827,Pequeños con mayor solvencia proxy
2009,GENERAL RUMIÑAHUI,12,340.7608333333333,21.7225,18.901666666666667,4.043333333333334,5.357500000000001,2,-0.2548115161532403,-1.0064719357211724,Mayor riesgo relativo
2009,GUAYAQUIL,12,2249.9666666666667,168.25,20.305,2.575833333333333,6.286666666666666,2,0.4933325365274992,-0.9147109360463453,Mayor riesgo relativo
2009,INTERNACIONAL,12,1253.3233333333333,117.12833333333333,11.4625,2.6483333333333334,8.06,2,0.036736756363095084,-0.5209805659462379,Mayor riesgo relativo
2009,LITORAL,12,21.210833333333333,3.545833333333333,7.093333333333334,5.224166666666666,12.7275,2,-0.7417475752041384,-0.16540712499179397,Mayor riesgo relativo
2009,LLOYDS BANK,12,188.28333333333333,22.879166666666666,7.741666666666667,8.309166666666666,11.074166666666665,2,-0.6251096377590984,-0.07173096724688925,Mayor riesgo relativo
2009,LOJA,12,206.20749999999998,19.144166666666667,18.234166666666667,3.4966666666666666,7.605,2,-0.38013314829229755,-0.9363577791070317,Mayor riesgo relativo
2009,MACHALA,12,346.24333333333334,32.167500000000004,6.825,3.499166666666667,7.680833333333333,2,-0.3771960406501837,-0.375355816828906,Mayor riesgo relativo
2009,MM JARAMILLO ARTEAGA,3,460.6333333333334,33.19,8.036666666666667,2.32,6.640000000000001,2,-0.28677976590874815,-0.5214204154854191,Mayor riesgo relativo
2009,PACIFICO,12,1743.4358333333332,268.54166666666663,13.6,3.7575000000000003,13.509166666666667,2,0.26514718728587217,-0.2591728757683407,Mayor riesgo relativo
2009,PICHINCHA,12,4454.495833333333,455.40166666666664,12.363333333333335,3.3616666666666664,8.815,0,1.491146293666412,-0.10507795765346514,Bancos grandes o consolidados
2009,PROCREDIT,12,303.62916666666666,36.544999999999995,11.736666666666666,3.0741666666666667,10.713333333333333,2,-0.4728218404072895,-0.5278111273455224,Mayor riesgo relativo
2009,PRODUBANCO,12,1564.6925,151.66,10.12,8.668333333333333,8.709166666666667,2,0.08183820303805427,-0.08603199664385726,Mayor riesgo relativo
2009,PROMERICA,8,489.39625,33.44875,6.6875,2.84375,6.16875,2,-0.27298259253006346,-0.444469943200866,Mayor riesgo relativo
2009,SOLIDARIO,12,294.87833333333333,37.487500000000004,10.470833333333333,8.236666666666666,9.635833333333332,2,-0.49473711180874824,-0.23851692058304322,Mayor riesgo relativo
2009,SUDAMERICANO,12,8.455,5.943333333333334,28.581666666666667,9.866666666666667,46.41416666666667,1,-2.0749068335785075,0.19264514795335017,Pequeños con mayor solvencia proxy
2009,TERRITORIAL,12,121.97833333333334,7.699999999999999,44.04583333333333,9.289166666666667,4.770833333333333,2,-0.2517517808492477,-1.9726087234530572,Mayor riesgo relativo
2009,UNIBANCO,12,252.84916666666666,48.71666666666667,8.67,8.4325,16.342499999999998,2,-0.7653190497528437,0.08840498334464023,Mayor riesgo relativo
2010,AMAZONAS,12,125.41083333333334,12.024166666666666,9.518333333333333,4.261666666666667,8.034166666666666,2,-0.4831133775421826,-0.47753312193161424,Mayor riesgo relativo
2010,AUSTRO,12,783.7658333333334,64.915,16.610833333333336,6.123333333333334,7.001666666666666,2,-0.15989430267396784,-0.682393104521585,Mayor riesgo relativo
2010,BOLIVARIANO,12,1477.6558333333332,122.99333333333334,13.610833333333332,14.679166666666665,7.183333333333334,2,0.006330204014076819,-0.017083002277290343,Mayor riesgo relativo
2010,CAPITAL,12,79.58,13.170833333333334,7.055833333333333,5.73,14.985833333333334,2,-0.8056598854033203,-0.0518628753091469,Mayor riesgo relativo
2010,CITIBANK,12,353.06916666666666,31.266666666666666,5.310833333333334,3.888333333333333,7.734166666666667,2,-0.3917592228439435,-0.2817484575677509,Mayor riesgo relativo
2010,COFIEC,12,20.31833333333333,8.479999999999999,15.668333333333331,3.3525000000000005,33.020833333333336,1,-1.5019295898335456,0.020331003541331008,Pequeños con mayor solvencia proxy
2010,COMERCIAL DE MANABI,12,32.5925,6.8675,13.475000000000001,7.006666666666667,14.637500000000001,2,-0.8002015598711097,-0.30960053591844205,Mayor riesgo relativo
2010,DELBANK,12,17.0025,7.411666666666666,36.98166666666667,7.348333333333333,35.982499999999995,1,-1.5707697742656705,-0.6874235260422348,Pequeños con mayor solvencia proxy
2010,FINCA,12,30.949166666666667,11.0625,13.684166666666668,8.294166666666667,30.7075,1,-1.4658256162060297,0.29274193375128804,Pequeños con mayor solvencia proxy
2010,GENERAL RUMIÑAHUI,12,390.50666666666666,24.064999999999998,19.76,3.23,5.004166666666666,2,-0.2101398193232591,-1.096669390739222,Mayor riesgo relativo
2010,GUAYAQUIL,12,2489.3375,193.52999999999997,20.800833333333333,2.6791666666666667,6.2525,2,0.6072628046664906,-0.904471368182041,Mayor riesgo relativo
2010,INTERNACIONAL,12,1442.5349999999999,127.53333333333335,14.478333333333333,1.5266666666666666,7.563333333333333,2,0.15098456329627308,-0.7212231454520958,Mayor riesgo relativo
2010,LITORAL,12,23.401666666666667,3.6199999999999997,5.1000000000000005,5.796666666666667,11.758333333333333,2,-0.7175363732470549,-0.07386371332357541,Mayor riesgo relativo
2010,LLOYDS BANK,12,133.59,23.230833333333337,-2.123333333333333,47.965,25.8025,3,-1.752981827377316,2.9318656266390897,Mayor riesgo relativo
2010,LOJA,12,246.95666666666668,21.611666666666665,13.026666666666666,2.9166666666666665,6.8758333333333335,2,-0.3537224587377588,-0.7395274721788169,Mayor riesgo relativo
2010,MACHALA,12,406.41083333333336,33.955,9.088333333333333,4.045,6.8975,2,-0.32286890990896766,-0.47666939578798084,Mayor riesgo relativo
2010,PACIFICO,12,2181.9249999999997,301.41083333333336,9.37,2.8441666666666667,11.6075,2,0.5069330215801798,-0.12348233900020994,Mayor riesgo relativo
2010,PICHINCHA,12,5214.0025,499.22749999999996,13.284999999999998,3.1566666666666667,8.445,0,1.7835376750299556,-0.10027380488833008,Bancos grandes o consolidados
2010,PROCREDIT,12,315.60166666666663,41.699999999999996,10.370833333333334,2.9416666666666664,11.951666666666668,2,-0.5143437840249115,-0.42397183242567305,Mayor riesgo relativo
2010,PRODUBANCO,12,1878.4608333333333,164.39666666666668,11.423333333333332,44.14416666666667,7.7058333333333335,3,-0.18555222336868604,1.669121910218469,Mayor riesgo relativo
2010,PROMERICA,12,559.3133333333334,35.895,8.860833333333334,2.1075,5.91,2,-0.22199514494596462,-0.5887289667264314,Mayor riesgo relativo
2010,SOLIDARIO,12,302.5441666666666,38.27166666666667,4.809166666666667,4.953333333333333,9.538333333333332,2,-0.4761753707598263,-0.14077203647363948,Mayor riesgo relativo
2010,SUDAMERICANO,12,8.908333333333333,5.572500000000001,15.535833333333334,3.578333333333333,43.409166666666664,1,-1.9415557824026493,0.3871705028744912,Pequeños con mayor solvencia proxy
2010,TERRITORIAL,12,116.22416666666668,8.779166666666667,11.229166666666666,24.949166666666667,5.353333333333333,2,-0.615727696500017,0.41203827849096475,Mayor riesgo relativo
2010,UNIBANCO,12,288.49083333333334,53.185,6.320833333333333,6.308333333333334,16.55666666666667,2,-0.7424604847564142,0.10284824079063051,Mayor riesgo relativo
2011,AMAZONAS,12,134.34666666666666,14.774166666666668,11.379166666666668,4.7316666666666665,9.6775,2,-0.5389274502687963,-0.48396382550753864,Mayor riesgo relativo
2011,AUSTRO,12,955.3408333333333,78.20666666666666,21.1825,4.844166666666667,7.3425,2,-0.06811825811316988,-0.935588448201392,Mayor riesgo relativo
2011,BOLIVARIANO,12,1720.9375,139.20749999999998,17.553333333333335,74.87083333333334,7.177499999999999,3,-0.5859335661746021,2.9156854612023966,Mayor riesgo relativo
2011,CAPITAL,12,102.83833333333332,14.146666666666667,4.305833333333333,4.1225,12.3675,2,-0.6850388585534691,-0.09048831004802657,Mayor riesgo relativo
2011,CITIBANK,12,431.58666666666664,33.905,18.2525,1.97,7.3566666666666665,2,-0.26777785557371586,-1.0018108495023448,Mayor riesgo relativo
2011,COFIEC,12,33.49916666666667,8.976666666666667,21.354166666666668,8.228333333333333,20.37,1,-1.0071753811980995,-0.42585282468361935,Pequeños con mayor solvencia proxy
2011,COMERCIAL DE MANABI,12,37.90083333333333,7.072499999999999,56.659166666666664,6.478333333333333,13.151666666666666,1,-0.5229977058752381,-2.4383010472781987,Pequeños con mayor solvencia proxy
2011,COOPNACIONAL,4,142.0725,17.32,8.805,33.5175,11.8675,2,-0.9700916029990566,1.1950471931252409,Mayor riesgo relativo
2011,D-MIRO,5,40.616,9.368,7.134,2.3760000000000003,17.28,2,-0.8778530728662313,-0.15512250659960047,Mayor riesgo relativo
2011,DELBANK,12,18.7575,7.439166666666666,4.0125,5.1866666666666665,33.0625,1,-1.5840059499669628,0.6691249045552907,Pequeños con mayor solvencia proxy
2011,FINCA,12,37.63583333333333,10.645833333333334,8.208333333333334,5.68,25.325833333333332,1,-1.2398594011205455,0.23654167403121426,Pequeños con mayor solvencia proxy
2011,GENERAL RUMIÑAHUI,12,430.5541666666666,26.514166666666668,25.514166666666668,2.4175,5.571666666666666,2,-0.18166249509317814,-1.388785461400145,Mayor riesgo relativo
2011,GUAYAQUIL,12,2906.9041666666667,227.7458333333333,24.184166666666666,2.2399999999999998,6.7250000000000005,2,0.780979627798911,-1.026201463697506,Mayor riesgo relativo
2011,INTERNACIONAL,12,1651.5625,140.885,17.99416666666667,1.545,7.4875,2,0.24818724249698906,-0.8693709415499989,Mayor riesgo relativo
2011,LITORAL,12,22.39,3.7416666666666667,4.636666666666667,5.149166666666667,13.328333333333333,2,-0.7767149200337428,-0.032033867515778004,Mayor riesgo relativo
2011,LLOYDS BANK,7,17.117142857142856,15.429999999999998,-5.331428571428572,100.0,70.03571428571429,3,-4.239011106881282,7.245277990716116,Mayor riesgo relativo
2011,LOJA,12,297.6225,24.083333333333332,21.16,2.07,6.985833333333333,2,-0.2921250905462752,-1.1612729721064912,Mayor riesgo relativo
2011,MACHALA,12,480.2966666666667,36.795833333333334,12.081666666666665,2.6916666666666664,6.816666666666666,2,-0.26624448767689807,-0.6851326977717345,Mayor riesgo relativo
2011,PACIFICO,12,2651.3775,334.96,14.474166666666667,1.9933333333333334,10.965833333333334,2,0.7496956644687993,-0.3831886688277526,Mayor riesgo relativo
2011,PICHINCHA,12,6283.545833333334,566.135,22.089166666666667,3.0216666666666665,8.275833333333333,0,2.2270585655718635,-0.42713493240584494,Bancos grandes o consolidados
2011,PROCREDIT,12,352.52,43.330000000000005,16.77416666666667,2.148333333333333,11.401666666666666,2,-0.439578000257267,-0.7844322261936997,Mayor riesgo relativo
2011,PRODUBANCO,12,2064.2858333333334,181.35583333333332,15.824166666666665,1.3483333333333334,7.954999999999999,2,0.40566438589449844,-0.7113917182416523,Mayor riesgo relativo
2011,PROMERICA,12,610.2225,41.44416666666667,13.470833333333333,1.8116666666666668,6.334166666666667,2,-0.18967361468390398,-0.8022120192757154,Mayor riesgo relativo
2011,SOLIDARIO,12,321.70916666666665,41.38583333333333,13.936666666666667,6.349166666666666,10.221666666666666,2,-0.4651563289478461,-0.47647204385421665,Mayor riesgo relativo
2011,SUDAMERICANO,12,9.66,5.603333333333333,12.289166666666667,4.7225,41.77166666666667,1,-1.9030071170128604,0.5449465290186419,Pequeños con mayor solvencia proxy
2011,TERRITORIAL,12,126.99583333333334,12.778333333333334,29.334999999999997,18.665,7.640833333333333,2,-0.5375279140301862,-0.6909399120215378,Mayor riesgo relativo
2011,UNIBANCO,12,348.9875,58.876666666666665,15.041666666666666,6.767499999999999,15.404166666666667,2,-0.6318233769105743,-0.3197885842650279,Mayor riesgo relativo
2012,AMAZONAS,12,145.9125,15.791666666666666,11.805,5.117500000000001,9.9575,2,-0.5479790173685994,-0.473572282243354,Mayor riesgo relativo
2012,AUSTRO,12,1114.7758333333334,98.21666666666665,16.355,5.34,8.13,2,-0.04818434463201663,-0.6323983545277095,Mayor riesgo relativo
2012,BOLIVARIANO,12,2018.7158333333334,158.63083333333333,17.11916666666667,75.78166666666667,7.324166666666667,3,-0.4935993432400591,3.0175943710392565,Mayor riesgo relativo
2012,CAPITAL,12,135.8725,15.133333333333333,22.9225,5.301666666666667,9.839166666666666,2,-0.4953982762419905,-0.9972969889582262,Mayor riesgo relativo
2012,CITIBANK,12,520.9983333333333,39.69166666666667,21.930833333333336,16.200833333333332,7.729166666666667,2,-0.3983231214894605,-0.4231800946263306,Mayor riesgo relativo
2012,COFIEC,12,37.972500000000004,9.063333333333333,-5.164166666666666,12.669166666666667,14.9925,2,-0.964624330686476,0.8808859869120002,Mayor riesgo relativo
2012,COMERCIAL DE MANABI,12,41.392500000000005,7.230833333333333,35.91,7.929166666666666,13.1625,1,-0.6393186560520295,-1.3772023636215873,Pequeños con mayor solvencia proxy
2012,COOPNACIONAL,12,152.9175,18.9025,15.928333333333335,50.446666666666665,12.518333333333333,3,-1.1541986135260787,1.7509992671947983,Mayor riesgo relativo
2012,D-MIRO,12,50.9575,10.655000000000001,2.9766666666666666,3.705833333333333,19.648333333333333,2,-1.0055670452742693,0.19230534297454732,Mayor riesgo relativo
2012,DELBANK,12,19.648333333333333,7.5425,27.993333333333336,4.3475,31.576666666666668,1,-1.397012311788274,-0.5635242895342217,Pequeños con mayor solvencia proxy
2012,FINCA,12,48.45916666666667,10.76,8.135,7.446666666666666,19.599166666666665,2,-1.0226829540483917,0.13789589256881385,Mayor riesgo relativo
2012,GENERAL RUMIÑAHUI,12,503.03583333333336,32.18,20.886666666666667,2.1149999999999998,6.203333333333333,2,-0.1972409383500521,-1.1553724873624691,Mayor riesgo relativo
2012,GUAYAQUIL,12,3240.2858333333334,300.65833333333336,15.5525,2.7308333333333334,8.41,2,0.9053429935347869,-0.46939023428995275,Mayor riesgo relativo
2012,INTERNACIONAL,12,1846.7266666666667,165.12833333333333,18.516666666666666,1.6475,8.273333333333333,2,0.31625467513663363,-0.8359433732437632,Mayor riesgo relativo
2012,LITORAL,12,24.7,3.8833333333333333,4.9624999999999995,5.253333333333333,12.816666666666668,2,-0.7544794534631207,-0.059240746789688395,Mayor riesgo relativo
2012,LOJA,12,347.80916666666667,30.469166666666666,20.96166666666667,2.8025,8.425,2,-0.3349968186121412,-1.0586115698650393,Mayor riesgo relativo
2012,MACHALA,12,567.7491666666666,43.517500000000005,9.755833333333333,2.3733333333333335,7.081666666666667,2,-0.24969366121416656,-0.5727597996495785,Mayor riesgo relativo
2012,PACIFICO,12,3119.8375,383.26500000000004,15.418333333333331,1.6216666666666668,11.207500000000001,2,0.9638879398457545,-0.381706079674127,Mayor riesgo relativo
2012,PICHINCHA,12,7494.275833333333,702.6233333333333,13.351666666666667,3.6341666666666668,8.735833333333334,0,2.7416626102370376,0.1902637149026721,Bancos grandes o consolidados
2012,PROCREDIT,12,423.72,47.744166666666665,14.280833333333334,1.8816666666666666,10.209166666666667,2,-0.3734140966614086,-0.7131201359059883,Mayor riesgo relativo
2012,PRODUBANCO,12,2377.84,208.65083333333334,16.19333333333333,1.79,8.061666666666666,2,0.5304812236912808,-0.6673633864195243,Mayor riesgo relativo
2012,PROMERICA,12,687.1366666666667,50.08083333333334,12.053333333333333,2.3433333333333333,6.926666666666667,2,-0.19013668539001966,-0.6776385801889265,Mayor riesgo relativo
2012,SOLIDARIO,12,374.21250000000003,46.281666666666666,19.31416666666667,6.670833333333333,11.351666666666667,2,-0.46650076697255366,-0.6710911836733632,Mayor riesgo relativo
2012,SUDAMERICANO,12,10.535,5.727499999999999,11.001666666666665,1.835,40.18833333333333,1,-1.8099041548454176,0.4041676500448906,Pequeños con mayor solvencia proxy
2012,TERRITORIAL,12,138.5875,16.355833333333333,37.595,20.735833333333332,8.397499999999999,2,-0.5422359937074025,-0.9483855972099532,Mayor riesgo relativo
2012,UNIBANCO,12,397.26416666666665,66.22583333333334,9.334999999999999,8.241666666666667,15.814166666666667,2,-0.6658390341614469,0.0483933275679218,Mayor riesgo relativo
2013,AMAZONAS,12,139.94916666666668,16.4925,25.08,6.069166666666667,10.665833333333333,2,-0.523936459071198,-1.0312860447065157,Mayor riesgo relativo
2013,AUSTRO,12,1253.0558333333333,112.53583333333334,10.012500000000001,5.495,8.0,2,-0.01156845513444106,-0.3105412641990618,Mayor riesgo relativo
2013,BOLIVARIANO,12,2295.5316666666668,179.13,12.420833333333334,69.93333333333334,7.1225,3,-0.33080905096322494,2.962081436013833,Mayor riesgo relativo
2013,CAPITAL,12,145.8625,16.75166666666667,7.62,5.993333333333333,10.076666666666666,2,-0.5811165364996522,-0.22507306378709988,Mayor riesgo relativo
2013,CITIBANK,12,552.3466666666667,46.51416666666666,17.400833333333335,21.889166666666668,8.102500000000001,2,-0.479379138068794,0.10329493315128886,Mayor riesgo relativo
2013,COFIEC,12,25.645833333333332,6.609999999999999,-5.8325,31.635,12.808333333333332,2,-1.107926058339133,1.8120404718968153,Mayor riesgo relativo
2013,COMERCIAL DE MANABI,12,44.254999999999995,7.48,6.0075,8.118333333333334,12.763333333333334,2,-0.7681244711398837,0.04003264334846238,Mayor riesgo relativo
2013,COOPNACIONAL,12,161.77666666666667,20.618333333333336,8.848333333333334,62.955000000000005,12.4325,3,-1.3250211328980686,2.729419659301664,Mayor riesgo relativo
2013,D-MIRO,12,58.6,10.919166666666667,7.025833333333334,5.654166666666666,18.150833333333335,2,-0.9449020986915547,0.05009928174591915,Mayor riesgo relativo
2013,DELBANK,12,20.016666666666666,7.549166666666667,35.30416666666667,4.089166666666666,31.38416666666667,1,-1.3507212939838862,-0.9306393690012758,Pequeños con mayor solvencia proxy
2013,FINCA,12,49.23583333333334,11.200833333333334,-25.059166666666666,9.715,16.695,2,-1.0886775811505316,1.73372558355766,Mayor riesgo relativo
2013,GENERAL RUMIÑAHUI,12,554.2425,35.31583333333334,13.85,2.5283333333333333,6.105,2,-0.2133242928281755,-0.7981802028376649,Mayor riesgo relativo
2013,GUAYAQUIL,12,3359.58,324.1166666666667,10.809166666666668,2.939166666666667,8.733333333333333,2,0.9469795992281634,-0.20092766984733199,Mayor riesgo relativo
2013,INTERNACIONAL,12,2192.4241666666667,185.0275,13.108333333333334,1.7558333333333334,7.5625,2,0.44106997111496604,-0.5648786889001499,Mayor riesgo relativo
2013,LITORAL,12,25.8475,4.031666666666667,8.597499999999998,8.695833333333333,12.555833333333334,2,-0.7658371953506647,-0.06353915475372417,Mayor riesgo relativo
2013,LOJA,12,384.36083333333335,34.074999999999996,17.89,3.7724999999999995,8.227500000000001,2,-0.33659880161644823,-0.8650938648889924,Mayor riesgo relativo
2013,MACHALA,12,618.4775000000001,45.57750000000001,5.365833333333334,2.670833333333333,6.685833333333334,2,-0.2419857618603028,-0.35802319542687666,Mayor riesgo relativo
2013,PACIFICO,12,3436.345,423.56333333333333,9.168333333333333,1.4291666666666665,10.485833333333334,2,1.1285515120766882,-0.0756608460581942,Mayor riesgo relativo
2013,PICHINCHA,12,8348.564166666667,747.7033333333334,6.748333333333334,3.999166666666667,7.989166666666667,0,3.0307197342908805,0.5755110243543162,Bancos grandes o consolidados
2013,PROCREDIT,12,462.7941666666666,50.11833333333333,13.15,2.2583333333333333,9.630833333333333,2,-0.34530679604971193,-0.6558220625774097,Mayor riesgo relativo
2013,PRODUBANCO,12,2727.9283333333333,239.005,9.146666666666667,1.7983333333333331,7.930833333333333,2,0.6495305795403742,-0.29729489634285317,Mayor riesgo relativo
2013,PROMERICA,12,761.3041666666667,55.428333333333335,6.824166666666667,2.2441666666666666,6.8308333333333335,2,-0.1814250139129556,-0.4298860905888494,Mayor riesgo relativo
2013,SOLIDARIO,12,646.215,92.30083333333334,9.0925,8.690833333333332,12.369166666666667,2,-0.4152961129521918,-0.0028200680110391785,Mayor riesgo relativo
2013,SUDAMERICANO,12,12.020833333333334,6.6866666666666665,6.670833333333333,2.4408333333333334,39.34083333333333,1,-1.8004998411251152,0.6130999758026776,Pequeños con mayor solvencia proxy
2013,TERRITORIAL,12,188.60500000000002,16.79,2.0054545454545454,3.6950000000000003,6.3,2,-0.4163766176252989,-0.2017468796101943,Mayor riesgo relativo
2013,UNIBANCO,12,401.45666666666665,73.46999999999998,0.4981818181818182,2.4833333333333334,16.72,2,-0.6609923489930333,0.2073967774364762,Mayor riesgo relativo
2014,AMAZONAS,12,137.64416666666668,18.394166666666667,11.265,5.0616666666666665,11.793333333333335,2,-0.6213427421239218,-0.3875761458603254,Mayor riesgo relativo
2014,AUSTRO,12,1438.0349999999999,124.83416666666666,10.776666666666666,5.2225,7.7558333333333325,2,0.07488411713217868,-0.35067189531980636,Mayor riesgo relativo
2014,BOLIVARIANO,12,2591.8425,197.46833333333333,13.064166666666667,81.145,7.054166666666667,3,-0.34755930622320785,3.534599478090028,Mayor riesgo relativo
2014,CAPITAL,12,148.97333333333333,17.199166666666667,17.225,6.7425,9.883333333333335,2,-0.5338743285964594,-0.6489597306637318,Mayor riesgo relativo
2014,CITIBANK,12,577.84,52.574999999999996,10.6625,0.1625,8.5025,2,-0.25501024805171296,-0.6753250470272175,Mayor riesgo relativo
2014,COFIEC,12,30.686666666666667,5.645833333333333,6.520833333333333,37.623333333333335,12.676666666666668,3,-1.1139453678495626,1.528388790049518,Mayor riesgo relativo
2014,COMERCIAL DE MANABI,12,47.44083333333333,7.7124999999999995,32.98916666666667,6.483333333333333,12.708333333333334,2,-0.6153874793461692,-1.3275090662300417,Mayor riesgo relativo
2014,COOPNACIONAL,12,172.11,21.929999999999996,9.169166666666667,33.68083333333333,12.499166666666667,2,-0.9789678839030876,1.2121164729862053,Mayor riesgo relativo
2014,D-MIRO,12,71.47333333333333,12.113333333333335,12.379166666666668,6.875,16.933333333333334,2,-0.8776692350608157,-0.18113677042184947,Mayor riesgo relativo
2014,DELBANK,12,22.346666666666664,8.033333333333333,0.6158333333333333,5.408333333333334,30.395,1,-1.491131673911363,0.7522517698189305,Pequeños con mayor solvencia proxy
2014,DESARROLLO DE LOS PUEBLOS S.A,10,114.644,11.003,5.072,5.6659999999999995,8.791,2,-0.5568258026275139,-0.16971433159204022,Mayor riesgo relativo
2014,FINCA,12,52.27,12.164166666666667,-35.740833333333335,6.650833333333334,16.419166666666666,2,-1.0901853680525189,2.0750520694949386,Mayor riesgo relativo
2014,GENERAL RUMIÑAHUI,12,616.25,39.097500000000004,16.965,2.704166666666667,6.089166666666666,2,-0.177168348864915,-0.9316920377444712,Mayor riesgo relativo
2014,GUAYAQUIL,12,3696.0008333333335,343.9608333333333,14.993333333333332,2.841666666666667,8.570833333333333,2,1.0957096365863994,-0.37822756787296014,Mayor riesgo relativo
2014,INTERNACIONAL,12,2507.1216666666664,202.98166666666665,13.975,1.5350000000000001,6.960833333333333,2,0.5841154885900023,-0.608201859773049,Mayor riesgo relativo
2014,LITORAL,12,25.450833333333332,4.050833333333333,4.170000000000001,11.0475,12.4925,2,-0.8121009341334217,0.26561920906074327,Mayor riesgo relativo
2014,LOJA,12,424.19,36.45333333333333,12.945833333333333,3.3091666666666666,7.8825,2,-0.3264871654559915,-0.6618883086099014,Mayor riesgo relativo
